nav.bearing,nav.cmdYaw,nav.snr,wpNav.state,wpNav.wpIdx,nav.gradAng,nav.gradR2,wlsCtrl.mapSize,timestamp_ms,stateEstimate.x,stateEstimate.y
3.7332520484924316,3.5341989994049072,29.745454788208008,0,0,0.0,0.0,2,154137,-0.004908731207251549,0.01891624927520752
3.706923484802246,3.5661001205444336,27.02155303955078,0,0,0.0,0.0,2,154237,-0.005152424331754446,0.01907789707183838
3.706923484802246,3.5661001205444336,27.02155303955078,0,0,0.0,0.0,2,154337,-0.005165248643606901,0.019110985100269318
3.706923484802246,3.5661001205444336,27.02155303955078,0,0,0.0,0.0,2,154437,-0.00493635656312108,0.0191520806401968
3.706923484802246,3.5661001205444336,27.02155303955078,0,0,0.0,0.0,2,154537,-0.0049717421643435955,0.019042151048779488
3.706923484802246,3.5661001205444336,27.02155303955078,0,0,0.0,0.0,2,154637,-0.005012359470129013,0.019168265163898468
3.6544103622436523,3.4479310512542725,27.597036361694336,0,0,0.0,0.0,2,154737,-0.005357693415135145,0.01803152821958065
3.6544103622436523,3.4479310512542725,27.597036361694336,0,0,0.0,0.0,2,154837,-0.0044609676115214825,0.019043998792767525
3.6544103622436523,3.4479310512542725,27.597036361694336,0,0,0.0,0.0,2,154937,-0.005410382524132729,0.019249610602855682
3.6544103622436523,3.4479310512542725,27.597036361694336,0,0,0.0,0.0,2,155037,-0.004396026022732258,0.019322682172060013
3.6544103622436523,3.4479310512542725,27.597036361694336,0,0,0.0,0.0,2,155137,-0.0051912348717451096,0.01936231181025505
3.6544103622436523,3.4479310512542725,27.597036361694336,0,0,0.0,0.0,2,155237,-0.0054764701053500175,0.019514691084623337
3.571359634399414,3.299146890640259,25.414710998535156,0,0,0.0,0.0,2,155337,-0.005237048026174307,0.019294556230306625
3.571359634399414,3.299146890640259,25.414710998535156,0,0,0.0,0.0,2,155437,-0.0055214883759617805,0.01948140747845173
3.571359634399414,3.299146890640259,25.414710998535156,0,0,0.0,0.0,2,155537,-0.0057979244738817215,0.01932067982852459
3.571359634399414,3.299146890640259,25.414710998535156,0,0,0.0,0.0,2,155637,-0.005289525259286165,0.01924756169319153
3.571359634399414,3.299146890640259,25.414710998535156,0,0,0.0,0.0,2,155737,-0.005543109029531479,0.01941896602511406
3.6001405715942383,3.591214179992676,25.885738372802734,0,0,0.0,0.0,2,155837,-0.005348453763872385,0.019037852063775063
3.6001405715942383,3.591214179992676,25.885738372802734,0,0,0.0,0.0,2,155937,-0.005584107246249914,0.019018463790416718
