nav.bearing,nav.cmdYaw,nav.snr,wpNav.state,wpNav.wpIdx,nav.gradAng,nav.gradR2,wlsCtrl.mapSize,timestamp_ms,stateEstimate.x,stateEstimate.y
8.15160846710205,2.618058443069458,6.1272478103637695,0,0,0.0,0.0,0,13889,-0.004262431059032679,-0.05266812443733215
7.619719982147217,6.318694114685059,4.528560161590576,0,0,0.0,0.0,0,14139,-0.008524802513420582,-0.053752243518829346
7.619719982147217,6.318694114685059,4.528560161590576,0,0,0.0,0.0,0,14389,-0.005954070948064327,-0.0474143922328949
7.865268707275391,8.364907264709473,2.33427357673645,0,0,0.0,0.0,0,14639,-0.004751700442284346,-0.047902822494506836
7.865268707275391,8.364907264709473,2.33427357673645,0,0,0.0,0.0,0,14889,-0.006232582964003086,-0.0406157560646534
7.865268707275391,7.865213871002197,9.13908863067627,0,0,0.0,0.0,0,15139,0.00011501754488563165,0.0027224039658904076
7.865268707275391,7.865213871002197,9.13908863067627,0,0,0.0,0.0,0,15389,0.002631436102092266,0.004252690356224775
7.865268707275391,7.8622565269470215,4.2472920417785645,0,0,0.0,0.0,0,15639,0.0012191839050501585,0.005295189563184977
7.865268707275391,7.8622565269470215,4.2472920417785645,0,0,0.0,0.0,0,15889,0.002336818026378751,0.007205255329608917
7.865268707275391,7.859529972076416,2.6663851737976074,0,0,0.0,0.0,0,16139,0.0005388869321905077,-0.006584851071238518
7.865268707275391,7.859529972076416,2.6663851737976074,0,0,0.0,0.0,0,16389,-0.0030985120683908463,-0.012792438268661499
7.865268707275391,-0.008406353183090687,3.449004888534546,0,0,0.0,0.0,0,16639,-0.0012954866979271173,-0.02539815381169319
7.865268707275391,-0.008406353183090687,3.449004888534546,0,0,0.0,0.0,0,16889,-0.003139960113912821,-0.03389576077461243
7.865268707275391,-0.017784666270017624,6.848465919494629,0,0,0.0,0.0,0,17139,-0.002642726991325617,-0.035140130668878555
7.865268707275391,-0.017784666270017624,6.848465919494629,0,0,0.0,0.0,0,17389,-0.0023487291764467955,-0.0282161645591259
7.865268707275391,-0.017784666270017624,6.848465919494629,0,0,0.0,0.0,0,17639,-0.0034009141381829977,-0.0177743062376976
7.865268707275391,-0.3329736888408661,2.786602735519409,0,0,0.0,0.0,0,17889,0.07537344843149185,-0.020344149321317673
7.865268707275391,-0.3329736888408661,2.786602735519409,0,0,0.0,0.0,0,18139,0.05443638190627098,-0.03858743980526924
7.865268707275391,3.720047950744629,2.0960757732391357,0,0,0.0,0.0,0,18389,0.00775597058236599,-0.0386955626308918
7.865268707275391,3.720047950744629,2.0960757732391357,0,0,0.0,0.0,0,18639,-0.011284865438938141,-0.03665683791041374
7.865268707275391,5.064601421356201,5.047479629516602,0,0,0.0,0.0,0,18889,-0.02656453661620617,-0.044434644281864166
7.865268707275391,5.064601421356201,5.047479629516602,0,0,0.0,0.0,0,19139,-0.03181590884923935,-0.06340648978948593
9.945097923278809,13.270476341247559,6.442246437072754,0,0,0.0,0.0,0,19389,-0.022997070103883743,-0.0689055547118187
0.0,13.270476341247559,0.0,1,0,0.0,0.0,0,19639,-0.010563721880316734,-0.04727441444993019
0.0,13.270476341247559,0.0,1,0,0.0,0.0,0,19889,-0.013102906756103039,-0.035072870552539825
0.0,8.364538192749023,2.84035325050354,1,0,0.0,0.0,1,20139,-0.033103059977293015,-0.052567873150110245
0.0,8.364538192749023,2.84035325050354,1,0,0.0,0.0,1,20389,-0.013393626548349857,-0.07512397319078445
4.407870769500732,19.47868537902832,4.506886959075928,2,0,0.0,0.0,2,20639,0.044045932590961456,-0.07190529257059097
4.407870769500732,19.47868537902832,4.506886959075928,2,0,0.0,0.0,2,20889,0.10306946188211441,-0.050621554255485535
4.535678386688232,28.609806060791016,7.632997989654541,3,0,0.0,0.0,3,21139,0.16673272848129272,-0.013824430294334888
4.535678386688232,28.609806060791016,7.632997989654541,3,0,0.0,0.0,3,21389,0.19231022894382477,0.018670298159122467
-0.2380489557981491,30.648284912109375,7.334667205810547,3,0,0.0,0.0,4,21639,0.1787082552909851,0.032773490995168686
-0.2380489557981491,30.648284912109375,7.334667205810547,3,0,0.0,0.0,4,21889,0.17684580385684967,0.02849542163312435
-22.48550033569336,3.856475830078125,7.572927951812744,2,0,327.7218933105469,0.9915033578872681,5,22139,0.22602657973766327,0.05811392888426781
-22.48550033569336,3.856475830078125,7.572927951812744,2,0,327.7218933105469,0.9915033578872681,5,22389,0.28690335154533386,0.09943033754825592
-22.48550033569336,3.856475830078125,7.572927951812744,2,0,327.7218933105469,0.9915033578872681,5,22639,0.34255096316337585,0.11332342773675919
-25.58348274230957,-19.255126953125,14.545866012573242,2,0,320.7910461425781,0.9556823968887329,6,22889,0.3817504942417145,0.11321298032999039
-25.58348274230957,-19.255126953125,14.545866012573242,2,0,320.7910461425781,0.9556823968887329,6,23139,0.348519504070282,0.12402034550905228
-15.603313446044922,-28.27734375,13.616894721984863,3,0,320.7418212890625,0.9551638960838318,6,23389,0.3241644501686096,0.1180320754647255
-15.603313446044922,-28.27734375,13.616894721984863,3,0,320.7418212890625,0.9551638960838318,6,23639,0.3374151885509491,0.11162155866622925
0.9840725660324097,-19.854515075683594,8.071367263793945,3,0,320.7230529785156,0.954997181892395,6,23889,0.3583346903324127,0.09858971834182739
0.9840725660324097,-19.854515075683594,8.071367263793945,3,0,320.7230529785156,0.954997181892395,6,24139,0.4131747782230377,0.0684523805975914
16.766565322875977,3.457561492919922,7.712859153747559,3,0,325.82171630859375,0.9772933721542358,7,24389,0.47825461626052856,0.04010539874434471
16.766565322875977,3.457561492919922,7.712859153747559,3,0,325.82171630859375,0.9772933721542358,7,24639,0.5304431915283203,0.00872095301747322
18.299026489257812,21.670753479003906,12.934276580810547,3,0,94.76461029052734,0.7743074893951416,8,24889,0.5933360457420349,0.015839112922549248
18.299026489257812,21.670753479003906,12.934276580810547,3,0,94.76461029052734,0.7743074893951416,8,25139,0.6542810201644897,0.05856502056121826
10.92225456237793,30.257720947265625,14.22038459777832,3,0,347.61138916015625,0.7142878770828247,9,25389,0.7084009647369385,0.09277161210775375
10.92225456237793,30.257720947265625,14.22038459777832,3,0,347.61138916015625,0.7142878770828247,9,25639,0.7653343677520752,0.12941138446331024
1.2940717935562134,18.238290786743164,13.448596954345703,3,0,8.137256622314453,0.87143474817276,10,25889,0.8358128070831299,0.17918547987937927
1.2940717935562134,18.238290786743164,13.448596954345703,3,0,8.137256622314453,0.87143474817276,10,26139,0.8871855735778809,0.2184397131204605
-5.724021911621094,-17.320297241210938,7.422697067260742,2,0,314.5891418457031,0.8293102979660034,11,26389,0.9450129270553589,0.25904420018196106
-5.724021911621094,-17.320297241210938,7.422697067260742,2,0,314.5891418457031,0.8293102979660034,11,26639,0.9916573762893677,0.3071582019329071
0.18842172622680664,-42.26543426513672,7.539350986480713,2,0,287.8019104003906,0.6034868955612183,12,26889,1.019832968711853,0.3417528569698334
0.18842172622680664,-42.26543426513672,7.539350986480713,2,0,287.8019104003906,0.6034868955612183,12,27139,1.0683448314666748,0.32929620146751404
0.18842172622680664,-42.26543426513672,7.539350986480713,2,0,287.8019104003906,0.6034868955612183,12,27389,1.057107925415039,0.29255354404449463
0.18842172622680664,-70.44256591796875,2.693042755126953,5,0,289.55743408203125,0.5635340213775635,13,27639,1.026085615158081,0.2929341197013855
0.18842172622680664,-70.44256591796875,2.693042755126953,5,0,289.55743408203125,0.5635340213775635,13,27889,1.0301363468170166,0.3235591650009155
0.18842172622680664,-72.11550903320312,2.166037082672119,5,0,287.8844909667969,0.5921136140823364,13,28139,1.0311113595962524,0.3239514231681824
0.18842172622680664,-72.11550903320312,2.166037082672119,5,0,287.8844909667969,0.5921136140823364,13,28389,1.032713770866394,0.27213168144226074
45.673954010009766,-41.404396057128906,6.223443508148193,3,0,287.81231689453125,0.8055421113967896,14,28639,1.0573278665542603,0.1894567310810089
45.673954010009766,-41.404396057128906,6.223443508148193,3,0,287.81231689453125,0.8055421113967896,14,28889,1.0825552940368652,0.10746494680643082
63.533851623535156,-25.30189323425293,14.59666919708252,3,0,283.0784606933594,0.5395370721817017,15,29139,1.1346317529678345,0.06433404237031937
63.533851623535156,-25.30189323425293,14.59666919708252,3,0,283.0784606933594,0.5395370721817017,15,29389,1.142754077911377,0.01934080384671688
63.433502197265625,-20.853132247924805,13.005148887634277,3,0,282.13958740234375,0.8121532201766968,16,29639,1.1842738389968872,-0.001570647582411766
63.433502197265625,-20.853132247924805,13.005148887634277,3,0,282.13958740234375,0.8121532201766968,16,29889,1.2401707172393799,-0.028412679210305214
56.568817138671875,-24.284164428710938,10.505364418029785,3,0,279.6693115234375,0.6325116753578186,17,30139,1.284989595413208,-0.04567434638738632
56.568817138671875,-24.284164428710938,10.505364418029785,3,0,279.6693115234375,0.6325116753578186,17,30389,1.333315372467041,-0.05570662394165993
50.74451446533203,23.832948684692383,11.97879409790039,2,0,272.6437683105469,0.29221218824386597,18,30639,1.3842644691467285,-0.06624431163072586
50.74451446533203,23.832948684692383,11.97879409790039,2,0,272.6437683105469,0.29221218824386597,18,30889,1.4215627908706665,-0.171126589179039
39.034950256347656,57.44585418701172,10.391661643981934,2,0,275.8319091796875,0.3870210647583008,19,31139,1.5349268913269043,-0.17967146635055542
39.034950256347656,57.44585418701172,10.391661643981934,2,0,275.8319091796875,0.3870210647583008,19,31389,1.5472742319107056,-0.12574782967567444
39.034950256347656,57.44585418701172,10.391661643981934,2,0,275.8319091796875,0.3870210647583008,19,31639,1.5121697187423706,-0.12086804956197739
15.058231353759766,63.551631927490234,8.648205757141113,3,0,266.635986328125,0.08773428201675415,20,31889,1.5296694040298462,-0.08362098038196564
15.058231353759766,63.551631927490234,8.648205757141113,3,0,266.635986328125,0.08773428201675415,20,32139,1.5566821098327637,-0.04095922037959099
-28.141069412231445,19.52801513671875,10.258158683776855,2,0,254.79794311523438,0.07315033674240112,21,32389,1.5868043899536133,-0.024214670062065125
-28.141069412231445,19.52801513671875,10.258158683776855,2,0,254.79794311523438,0.07315033674240112,21,32639,1.63136625289917,-0.08596229553222656
-42.04521560668945,-23.931427001953125,4.991266250610352,2,0,267.3799133300781,0.05690634250640869,22,32889,1.67732572555542,-0.06832466274499893
-42.04521560668945,-23.931427001953125,4.991266250610352,2,0,267.3799133300781,0.05690634250640869,22,33139,1.748690128326416,-0.08409120887517929
-32.737552642822266,-50.00048828125,10.154057502746582,2,0,244.49658203125,0.19281023740768433,23,33389,1.7728593349456787,-0.029643887653946877
