grid_x,grid_y,x,y,total_light,timestamp,yaw,sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15
-11,3,-2.200000,0.600000,1319.895,631.232,0.0,221.772,265.751,263.146,214.985,132.709,34.421,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,44.851,142.261
-11,4,-2.200000,0.800000,1350.833,632.032,0.0,230.373,273.328,268.210,216.701,131.062,30.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,50.875,150.235
-11,5,-2.200000,1.000000,1381.277,632.832,0.0,239.136,280.880,273.064,218.078,129.029,25.320,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,57.262,158.510
-11,6,-2.200000,1.200000,1411.057,633.632,0.0,248.034,288.368,277.668,219.081,126.588,20.225,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,64.019,167.074
-11,7,-2.200000,1.400000,1439.988,634.432,0.0,257.038,295.753,281.979,219.679,123.720,14.761,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,71.145,175.912
-11,8,-2.200000,1.600000,1467.872,635.232,0.0,266.111,302.989,285.955,219.836,120.409,8.927,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,78.640,185.007
-11,9,-2.200000,1.800000,1494.505,636.032,0.0,275.214,310.027,289.549,219.520,116.638,2.725,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,86.498,194.334
-11,10,-2.200000,2.000000,1523.510,636.832,0.0,284.303,316.816,292.715,218.702,112.398,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,94.711,203.865
-11,11,-2.200000,2.200000,1553.902,637.632,0.0,293.328,323.303,295.408,217.352,107.680,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,103.263,213.567
-11,12,-2.200000,2.400000,1582.716,638.432,0.0,302.237,329.432,297.583,215.445,102.480,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,112.136,223.402
-11,13,-2.200000,2.600000,1609.705,639.232,0.0,310.974,335.146,299.196,212.959,96.799,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,121.308,233.324
-11,14,-2.200000,2.800000,1640.412,640.032,0.0,319.476,340.386,300.205,209.878,90.644,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.789,130.747,243.286
-11,15,-2.200000,3.000000,1670.792,640.832,0.0,327.682,345.096,300.574,206.188,84.027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.574,140.418,253.233
-11,16,-2.200000,3.200000,1698.992,641.632,0.0,335.527,349.220,300.268,201.885,76.964,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21.740,150.283,263.106
-11,17,-2.200000,3.400000,1724.754,642.432,0.0,342.944,352.704,299.259,196.967,69.479,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,30.264,160.293,272.844
-11,18,-2.200000,3.600000,1747.828,643.232,0.0,349.867,355.499,297.527,191.443,61.601,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39.114,170.397,282.380
-11,19,-2.200000,3.800000,1767.978,644.032,0.0,356.231,357.561,295.054,185.326,53.365,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,48.256,180.540,291.646
-11,20,-2.200000,4.000000,1784.986,644.832,0.0,361.974,358.850,291.836,178.637,44.811,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,57.647,190.659,300.572
-11,21,-2.200000,4.200000,1798.655,645.632,0.0,367.039,359.335,287.871,171.406,35.986,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,67.240,200.691,309.088
-11,22,-2.200000,4.400000,1808.816,646.432,0.0,371.370,358.992,283.171,163.668,26.938,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,76.982,210.570,317.126
-11,23,-2.200000,4.600000,1815.329,647.232,0.0,374.922,357.806,277.753,155.465,17.722,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,86.817,220.225,324.618
-11,24,-2.200000,4.800000,1818.090,648.032,0.0,377.656,355.773,271.645,146.847,8.394,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,96.684,229.589,331.503
-11,25,-2.200000,5.000000,1818.019,648.832,0.0,379.539,352.895,264.881,137.867,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,106.522,238.593,337.722
-11,26,-2.200000,5.200000,1822.488,649.632,0.0,380.550,349.188,257.505,128.584,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,116.265,247.172,343.223
-11,27,-2.200000,5.400000,1823.055,650.432,0.0,380.679,344.676,249.567,119.058,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,125.849,255.262,347.964
-11,28,-2.200000,5.600000,1819.714,651.232,0.0,379.923,339.391,241.124,109.355,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135.209,262.806,351.907
-11,29,-2.200000,5.800000,1818.183,652.032,0.0,378.290,333.375,232.236,99.538,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.682,144.283,269.752,355.027
-11,30,-2.200000,6.000000,1816.523,652.832,0.0,375.801,326.677,222.970,89.673,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.031,153.011,276.055,357.306
-11,31,-2.200000,6.200000,1811.088,653.632,0.0,372.483,319.355,213.391,79.822,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24.285,161.339,281.676,358.737
-11,32,-2.200000,6.400000,1801.972,654.432,0.0,368.373,311.468,203.571,70.047,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,33.388,169.217,286.587,359.323
-11,33,-2.200000,6.600000,1789.304,655.232,0.0,363.515,303.084,193.576,60.405,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,42.283,176.599,290.766,359.076
-11,34,-2.200000,6.800000,1773.244,656.032,0.0,357.963,294.269,183.475,50.951,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,50.920,183.448,294.201,358.017
-11,35,-2.200000,7.000000,1753.983,656.832,0.0,351.772,285.095,173.333,41.732,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,59.253,189.733,296.889,356.175
-11,36,-2.200000,7.200000,1731.733,657.632,0.0,345.005,275.630,163.211,32.793,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,67.238,195.431,298.835,353.588
-11,37,-2.200000,7.400000,1706.725,658.432,0.0,337.725,265.944,153.168,24.171,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,74.840,200.526,300.051,350.299
-11,38,-2.200000,7.600000,1679.205,659.232,0.0,329.998,256.103,143.257,15.899,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,82.028,205.008,300.558,346.355
-11,39,-2.200000,7.800000,1649.430,660.032,0.0,321.890,246.171,133.525,8.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,88.777,208.875,300.382,341.809
-10,-15,-2.000000,-3.000000,840.170,660.832,0.0,106.641,151.307,171.213,161.954,125.497,70.040,6.623,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,46.895
-10,-14,-2.000000,-2.800000,862.018,661.632,0.0,111.257,156.580,176.189,165.729,127.450,69.973,4.724,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,50.116
-10,-13,-2.000000,-2.600000,884.324,662.432,0.0,116.092,162.049,181.297,169.547,129.356,69.787,2.661,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,53.536
-10,-12,-2.000000,-2.400000,907.067,663.232,0.0,121.153,167.716,186.534,173.402,131.204,69.468,0.424,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,57.166
-10,-11,-2.000000,-2.200000,730.234,664.032,0.0,126.449,173.585,191.898,177.283,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61.018
-10,-10,-2.000000,-2.000000,574.133,664.832,0.0,131.987,179.659,197.383,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,65.104
-10,-9,-2.000000,-1.800000,393.148,665.632,0.0,137.776,185.937,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,69.435
-10,-8,-2.000000,-1.600000,217.845,666.432,0.0,143.822,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,74.023
-10,-7,-2.000000,-1.400000,0.000,667.232,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-10,-6,-2.000000,-1.200000,0.000,668.032,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-10,-5,-2.000000,-1.000000,0.000,668.832,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-10,-4,-2.000000,-0.800000,0.000,669.632,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-10,-3,-2.000000,-0.600000,0.000,670.432,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-10,-2,-2.000000,-0.400000,199.135,671.232,0.0,0.000,0.000,0.000,0.000,143.203,55.932,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-10,-1,-2.000000,-0.200000,411.014,672.032,0.0,0.000,0.000,0.000,214.488,143.337,53.189,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-10,0,-2.000000,0.000000,918.716,672.832,0.0,0.000,251.120,256.677,217.609,143.187,50.124,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-10,1,-2.000000,0.200000,1142.273,673.632,0.0,210.490,259.152,262.670,220.515,142.725,46.721,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-10,2,-2.000000,0.400000,1336.804,674.432,0.0,219.241,267.275,268.571,223.173,141.926,42.965,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,37.171,136.482
-10,3,-2.000000,0.600000,1370.806,675.232,0.0,228.230,275.464,274.345,225.549,140.763,38.839,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,43.049,144.568
-10,4,-2.000000,0.800000,1404.541,676.032,0.0,237.439,283.684,279.953,227.605,139.210,34.332,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,49.318,153.000
-10,5,-2.000000,1.000000,1437.835,676.832,0.0,246.845,291.900,285.351,229.305,137.240,29.432,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,55.989,161.773
-10,6,-2.000000,1.200000,1470.503,677.632,0.0,256.421,300.070,290.497,230.610,134.830,24.131,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,63.067,170.877
-10,7,-2.000000,1.400000,1502.342,678.432,0.0,266.134,308.151,295.343,231.482,131.956,18.421,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,70.558,180.298
-10,8,-2.000000,1.600000,1533.135,679.232,0.0,275.947,316.092,299.838,231.881,128.597,12.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,78.461,190.017
-10,9,-2.000000,1.800000,1562.652,680.032,0.0,285.818,323.840,303.933,231.772,124.735,5.770,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,86.773,200.011
-10,10,-2.000000,2.000000,1591.817,680.832,0.0,295.698,331.338,307.574,231.116,120.356,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,95.486,210.249
-10,11,-2.000000,2.200000,1625.381,681.632,0.0,305.533,338.526,310.709,229.881,115.448,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,104.587,220.697
-10,12,-2.000000,2.400000,1657.303,682.432,0.0,315.265,345.340,313.285,228.036,110.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,114.057,231.313
-10,13,-2.000000,2.600000,1687.303,683.232,0.0,324.831,351.715,315.253,225.555,104.029,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,123.871,242.050
-10,14,-2.000000,2.800000,1718.009,684.032,0.0,334.162,357.586,316.563,222.417,97.521,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.909,133.998,252.853
-10,15,-2.000000,3.000000,1751.592,684.832,0.0,343.188,362.886,317.172,218.604,90.495,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.184,144.401,263.663
-10,16,-2.000000,3.200000,1782.842,685.632,0.0,351.834,367.550,317.039,214.109,82.967,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.893,155.036,274.414
-10,17,-2.000000,3.400000,1811.463,686.432,0.0,360.024,371.518,316.130,208.930,74.964,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,29.010,165.851,285.037
-10,18,-2.000000,3.600000,1837.169,687.232,0.0,367.684,374.730,314.418,203.073,66.517,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,38.502,176.790,295.456
-10,19,-2.000000,3.800000,1859.685,688.032,0.0,374.737,377.133,311.885,196.552,57.663,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,48.331,187.789,305.594
-10,20,-2.000000,4.000000,1878.757,688.832,0.0,381.113,378.683,308.521,189.390,48.450,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,58.449,198.780,315.372
-10,21,-2.000000,4.200000,1894.157,689.632,0.0,386.742,379.340,304.324,181.620,38.927,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,68.805,209.690,324.709
-10,22,-2.000000,4.400000,1905.684,690.432,0.0,391.562,379.078,299.305,173.280,29.151,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,79.339,220.444,333.525
-10,23,-2.000000,4.600000,1913.177,691.232,0.0,395.519,377.876,293.485,164.420,19.183,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,89.989,230.962,341.744
-10,24,-2.000000,4.800000,1916.510,692.032,0.0,398.566,375.728,286.892,155.094,9.088,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.684,241.165,349.294
-10,25,-2.000000,5.000000,1916.672,692.832,0.0,400.666,372.638,279.567,145.363,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,111.355,250.976,356.106
-10,26,-2.000000,5.200000,1921.640,693.632,0.0,401.795,368.623,271.559,135.295,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,121.927,260.319,362.122
-10,27,-2.000000,5.400000,1922.271,694.432,0.0,401.939,363.708,262.926,124.959,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,132.327,269.121,367.291
-10,28,-2.000000,5.600000,1918.556,695.232,0.0,401.095,357.933,253.733,114.429,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.480,277.316,371.570
-10,29,-2.000000,5.800000,1916.690,696.032,0.0,399.274,351.345,244.050,103.779,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.151,152.316,284.845,374.930
-10,30,-2.000000,6.000000,1914.579,696.832,0.0,396.498,344.003,233.952,93.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16.271,161.766,291.654,377.352
-10,31,-2.000000,6.200000,1908.281,697.632,0.0,392.801,335.971,223.517,82.413,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,26.282,170.767,297.702,378.828
-10,32,-2.000000,6.400000,1897.908,698.432,0.0,388.225,327.319,212.824,71.839,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,36.120,179.263,302.956,379.361
-10,33,-2.000000,6.600000,1883.612,699.232,0.0,382.825,318.125,201.951,61.425,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,45.723,187.202,307.392,378.968
-10,34,-2.000000,6.800000,1865.582,700.032,0.0,376.659,308.467,190.976,51.232,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,55.032,194.544,310.999,377.674
-10,35,-2.000000,7.000000,1844.039,700.832,0.0,369.795,298.425,179.971,41.314,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,63.994,201.254,313.772,375.513
-10,36,-2.000000,7.200000,1819.231,701.632,0.0,362.304,288.079,169.008,31.720,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,72.563,207.305,315.720,372.530
-10,37,-2.000000,7.400000,1791.425,702.432,0.0,354.259,277.508,158.151,22.491,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,80.699,212.682,316.859,368.776
-10,38,-2.000000,7.600000,1760.907,703.232,0.0,345.738,266.786,147.459,13.661,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,88.367,217.375,317.214,364.307
-10,39,-2.000000,7.800000,1727.969,704.032,0.0,336.814,255.986,136.984,5.258,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,95.541,221.385,316.816,359.185
-9,-15,-1.800000,-3.000000,861.442,704.832,0.0,107.178,153.702,175.131,166.702,130.193,73.869,9.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,45.638
-9,-14,-1.800000,-2.800000,884.568,705.632,0.0,111.931,159.196,180.374,170.740,132.355,73.924,7.153,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,48.894
-9,-13,-1.800000,-2.600000,908.224,706.432,0.0,116.916,164.903,185.767,174.836,134.476,73.859,5.107,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,52.360
-9,-12,-1.800000,-2.400000,932.393,707.232,0.0,122.144,170.828,191.308,178.980,136.546,73.660,2.880,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,56.046
-9,-11,-1.800000,-2.200000,957.051,708.032,0.0,127.624,176.976,196.994,183.165,138.551,73.316,0.459,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,59.966
-9,-10,-1.800000,-2.000000,771.050,708.832,0.0,133.367,183.349,202.821,187.380,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,64.132
-9,-9,-1.800000,-1.800000,606.675,709.632,0.0,139.380,189.951,208.784,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,68.559
-9,-8,-1.800000,-1.600000,415.716,710.432,0.0,145.674,196.782,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,73.260
-9,-7,-1.800000,-1.400000,230.504,711.232,0.0,152.256,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,78.248
-9,-6,-1.800000,-1.200000,0.000,712.032,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-9,-5,-1.800000,-1.000000,0.000,712.832,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-9,-4,-1.800000,-0.800000,0.000,713.632,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-9,-3,-1.800000,-0.600000,0.000,714.432,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-9,-2,-1.800000,-0.400000,0.000,715.232,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-9,-1,-1.800000,-0.200000,209.518,716.032,0.0,0.000,0.000,0.000,0.000,151.268,58.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-9,0,-1.800000,0.000000,700.802,716.832,0.0,0.000,0.000,266.701,227.602,151.324,55.175,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-9,1,-1.800000,0.200000,974.896,717.632,0.0,0.000,267.923,273.263,230.920,151.053,51.737,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-9,2,-1.800000,0.400000,1213.967,718.432,0.0,225.201,276.690,279.748,233.986,150.425,47.916,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-9,3,-1.800000,0.600000,1423.987,719.232,0.0,234.802,285.552,286.117,236.762,149.410,43.695,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,40.915,146.736
-9,4,-1.800000,0.800000,1460.784,720.032,0.0,244.663,294.473,292.327,239.206,147.978,39.058,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,47.430,155.649
-9,5,-1.800000,1.000000,1497.212,720.832,0.0,254.761,303.416,298.333,241.277,146.098,33.990,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,54.388,164.948
-9,6,-1.800000,1.200000,1533.067,721.632,0.0,265.070,312.336,304.085,242.931,143.742,28.480,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61.798,174.625
-9,7,-1.800000,1.400000,1568.128,722.432,0.0,275.554,321.184,309.531,244.124,140.882,22.520,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,69.665,184.667
-9,8,-1.800000,1.600000,1602.155,723.232,0.0,286.175,329.907,314.614,244.812,137.492,16.103,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,77.995,195.056
-9,9,-1.800000,1.800000,1634.893,724.032,0.0,296.887,338.445,319.278,244.950,133.551,9.230,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,86.785,205.768
-9,10,-1.800000,2.000000,1666.073,724.832,0.0,307.637,346.735,323.461,244.497,129.040,1.903,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,96.028,216.772
-9,11,-1.800000,2.200000,1701.281,725.632,0.0,318.367,354.709,327.104,243.412,123.944,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,105.714,228.031
-9,12,-1.800000,2.400000,1736.691,726.432,0.0,329.012,362.295,330.147,241.659,118.254,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,115.823,239.502
-9,13,-1.800000,2.600000,1770.084,727.232,0.0,339.501,369.419,332.529,239.205,111.967,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,126.331,251.132
-9,14,-1.800000,2.800000,1801.138,728.032,0.0,349.758,376.006,334.196,236.024,105.086,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,137.205,262.862
-9,15,-1.800000,3.000000,1837.905,728.832,0.0,359.702,381.980,335.093,232.096,97.623,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.379,148.406,274.627
-9,16,-1.800000,3.200000,1872.599,729.632,0.0,369.250,387.265,335.173,227.408,89.595,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.671,159.884,286.353
-9,17,-1.800000,3.400000,1904.459,730.432,0.0,378.314,391.789,334.395,221.955,81.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27.430,171.585,297.962
-9,18,-1.800000,3.600000,1933.154,731.232,0.0,386.808,395.484,332.726,215.743,71.959,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,37.621,183.446,309.368
-9,19,-1.800000,3.800000,1958.366,732.032,0.0,394.643,398.287,330.142,208.786,62.428,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,48.201,195.394,320.484
-9,20,-1.800000,4.000000,1979.799,732.832,0.0,401.737,400.144,326.630,201.109,52.487,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,59.119,207.354,331.218
-9,21,-1.800000,4.200000,1997.185,733.632,0.0,408.010,401.009,322.187,192.746,42.193,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,70.317,219.243,341.478
-9,22,-1.800000,4.400000,2010.288,734.432,0.0,413.389,400.848,316.823,183.743,31.610,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,81.729,230.974,351.172
-9,23,-1.800000,4.600000,2018.918,735.232,0.0,417.809,399.639,310.560,174.154,20.807,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,93.282,242.456,360.211
-9,24,-1.800000,4.800000,2022.926,736.032,0.0,421.215,397.370,303.431,164.041,9.859,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,104.898,253.600,368.511
-9,25,-1.800000,5.000000,2023.374,736.832,0.0,423.565,394.048,295.482,153.474,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,116.497,264.315,375.993
-9,26,-1.800000,5.200000,2028.912,737.632,0.0,424.829,389.688,286.769,142.531,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,127.994,274.514,382.588
-9,27,-1.800000,5.400000,2029.615,738.432,0.0,424.989,384.323,277.358,131.291,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,139.304,284.113,388.237
-9,28,-1.800000,5.600000,2025.475,739.232,0.0,424.045,377.997,267.325,119.840,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,150.341,293.035,392.891
-9,29,-1.800000,5.800000,2023.212,740.032,0.0,422.007,370.765,256.751,108.262,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.673,161.025,301.212,396.517
-9,30,-1.800000,6.000000,2020.565,740.832,0.0,418.903,362.695,245.722,96.642,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.650,171.277,308.584,399.092
-9,31,-1.800000,6.200000,2013.262,741.632,0.0,414.772,353.862,234.328,85.062,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,28.502,181.025,315.102,400.608
-9,32,-1.800000,6.400000,2001.437,742.432,0.0,409.665,344.348,222.660,73.602,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39.156,190.204,320.730,401.071
-9,33,-1.800000,6.600000,1985.270,743.232,0.0,403.644,334.243,210.808,62.335,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,49.541,198.757,325.441,400.500
-9,34,-1.800000,6.800000,1964.984,744.032,0.0,396.781,323.637,198.860,51.330,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,59.590,206.637,329.223,398.926
-9,35,-1.800000,7.000000,1940.838,744.832,0.0,389.151,312.622,186.900,40.646,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,69.246,213.806,332.075,396.392
-9,36,-1.800000,7.200000,1913.121,745.632,0.0,380.840,301.291,175.007,30.337,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,78.454,220.236,334.007,392.950
-9,37,-1.800000,7.400000,1882.144,746.432,0.0,371.932,289.732,163.252,20.449,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,87.170,225.910,335.040,388.659
-9,38,-1.800000,7.600000,1848.237,747.232,0.0,362.516,278.031,151.703,11.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,95.357,230.820,335.205,383.587
-9,39,-1.800000,7.800000,1811.737,748.032,0.0,352.678,266.270,140.417,2.074,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,102.986,234.967,334.540,377.805
-8,-15,-1.600000,-3.000000,882.999,748.832,0.0,107.595,156.037,179.069,171.549,135.044,77.877,11.601,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,44.227
