time,x,y,z,yaw,setpoint_x,setpoint_y,setpoint_z,setpoint_yaw,setpoint_speed,current_speed,mode,distance_to_target
14.496,-2.891072,-1.192893,1.456872,0.573062,-2.891072,-1.192893,2.000000,0.677113,0.200,0.164,SEEKING,10.391
14.528,-2.885980,-1.191619,1.457622,0.574252,-2.885980,-1.191619,2.000000,0.677214,0.200,0.164,SEEKING,10.387
14.560,-2.880894,-1.190344,1.458442,0.575430,-2.880894,-1.190344,2.000000,0.677320,0.200,0.164,SEEKING,10.382
14.592,-2.875817,-1.189065,1.459331,0.576596,-2.875817,-1.189065,2.000000,0.677429,0.200,0.164,SEEKING,10.377
14.624,-2.870749,-1.187783,1.460285,0.577751,-2.870749,-1.187783,2.000000,0.677541,0.200,0.163,SEEKING,10.372
14.656,-2.865692,-1.186497,1.461302,0.578894,-2.865692,-1.186497,2.000000,0.677656,0.200,0.163,SEEKING,10.368
14.688,-2.860645,-1.185206,1.462380,0.580026,-2.860645,-1.185206,2.000000,0.677774,0.200,0.163,SEEKING,10.363
14.720,-2.855608,-1.183910,1.463517,0.581146,-2.855608,-1.183910,2.000000,0.677895,0.200,0.163,SEEKING,10.358
14.752,-2.850581,-1.182608,1.464710,0.582255,-2.850581,-1.182608,2.000000,0.678019,0.200,0.162,SEEKING,10.353
14.784,-2.845564,-1.181299,1.465960,0.583355,-2.845564,-1.181299,2.000000,0.678146,0.200,0.162,SEEKING,10.349
14.816,-2.840555,-1.179982,1.467264,0.584444,-2.840555,-1.179982,2.000000,0.678278,0.200,0.162,SEEKING,10.344
14.848,-2.835553,-1.178656,1.468621,0.585525,-2.835553,-1.178656,2.000000,0.678414,0.200,0.162,SEEKING,10.339
14.880,-2.830557,-1.177322,1.470031,0.586599,-2.830557,-1.177322,2.000000,0.678557,0.200,0.162,SEEKING,10.335
14.912,-2.825564,-1.175977,1.471492,0.587666,-2.825564,-1.175977,2.000000,0.678706,0.200,0.162,SEEKING,10.330
14.944,-2.820574,-1.174623,1.473004,0.588728,-2.820574,-1.174623,2.000000,0.678863,0.200,0.162,SEEKING,10.325
14.976,-2.815583,-1.173257,1.474566,0.589786,-2.815583,-1.173257,2.000000,0.679029,0.200,0.162,SEEKING,10.320
15.008,-2.810590,-1.171881,1.476177,0.590840,-2.810590,-1.171881,2.000000,0.679203,0.200,0.162,SEEKING,10.316
15.040,-2.805593,-1.170493,1.477838,0.591891,-2.805593,-1.170493,2.000000,0.679387,0.200,0.162,SEEKING,10.311
15.072,-2.800588,-1.169094,1.479546,0.592941,-2.800588,-1.169094,2.000000,0.679580,0.200,0.162,SEEKING,10.306
15.104,-2.795575,-1.167684,1.481302,0.593988,-2.795575,-1.167684,2.000000,0.679781,0.200,0.163,SEEKING,10.301
15.136,-2.790551,-1.166262,1.483105,0.595034,-2.790551,-1.166262,2.000000,0.679989,0.200,0.163,SEEKING,10.297
15.168,-2.785514,-1.164830,1.484953,0.596078,-2.785514,-1.164830,2.000000,0.680203,0.200,0.164,SEEKING,10.292
15.200,-2.780462,-1.163387,1.486846,0.597119,-2.780462,-1.163387,2.000000,0.680420,0.200,0.164,SEEKING,10.287
15.232,-2.775394,-1.161934,1.488782,0.598157,-2.775394,-1.161934,2.000000,0.680640,0.200,0.165,SEEKING,10.282
15.264,-2.770309,-1.160471,1.490760,0.599192,-2.770309,-1.160471,2.000000,0.680858,0.200,0.165,SEEKING,10.277
15.296,-2.765205,-1.159000,1.492779,0.600221,-2.765205,-1.159000,2.000000,0.681074,0.200,0.166,SEEKING,10.272
15.328,-2.760083,-1.157521,1.494835,0.601244,-2.760083,-1.157521,2.000000,0.681285,0.200,0.167,SEEKING,10.267
15.360,-2.754940,-1.156034,1.496928,0.602261,-2.754940,-1.156034,2.000000,0.681489,0.200,0.167,SEEKING,10.262
15.392,-2.749779,-1.154541,1.499055,0.603271,-2.749779,-1.154541,2.000000,0.681685,0.200,0.168,SEEKING,10.257
15.424,-2.744598,-1.153043,1.501213,0.604272,-2.744598,-1.153043,2.000000,0.681870,0.200,0.169,SEEKING,10.253
15.456,-2.739399,-1.151541,1.503400,0.605264,-2.739399,-1.151541,2.000000,0.682045,0.200,0.169,SEEKING,10.248
15.488,-2.734183,-1.150034,1.505612,0.606248,-2.734183,-1.150034,2.000000,0.682208,0.200,0.170,SEEKING,10.243
15.520,-2.728950,-1.148526,1.507848,0.607222,-2.728950,-1.148526,2.000000,0.682361,0.200,0.170,SEEKING,10.238
15.552,-2.723703,-1.147015,1.510104,0.608186,-2.723703,-1.147015,2.000000,0.682504,0.200,0.171,SEEKING,10.233
15.584,-2.718443,-1.145504,1.512378,0.609141,-2.718443,-1.145504,2.000000,0.682638,0.200,0.171,SEEKING,10.228
15.616,-2.713172,-1.143992,1.514665,0.610087,-2.713172,-1.143992,2.000000,0.682764,0.200,0.171,SEEKING,10.222
15.648,-2.707892,-1.142481,1.516964,0.611024,-2.707892,-1.142481,2.000000,0.682883,0.200,0.172,SEEKING,10.217
15.680,-2.702606,-1.140971,1.519271,0.611953,-2.702606,-1.140971,2.000000,0.682998,0.200,0.172,SEEKING,10.212
15.712,-2.697316,-1.139462,1.521583,0.612872,-2.697316,-1.139462,2.000000,0.683111,0.200,0.172,SEEKING,10.207
15.744,-2.692025,-1.137955,1.523899,0.613783,-2.692025,-1.137955,2.000000,0.683221,0.200,0.172,SEEKING,10.202
15.776,-2.686734,-1.136450,1.526215,0.614686,-2.686734,-1.136450,2.000000,0.683331,0.200,0.172,SEEKING,10.197
15.808,-2.681446,-1.134946,1.528530,0.615580,-2.681446,-1.134946,2.000000,0.683442,0.200,0.172,SEEKING,10.192
15.840,-2.676164,-1.133445,1.530841,0.616466,-2.676164,-1.133445,2.000000,0.683555,0.200,0.172,SEEKING,10.187
15.872,-2.670889,-1.131945,1.533146,0.617343,-2.670889,-1.131945,2.000000,0.683670,0.200,0.171,SEEKING,10.182
15.904,-2.665623,-1.130445,1.535445,0.618211,-2.665623,-1.130445,2.000000,0.683787,0.200,0.171,SEEKING,10.177
15.936,-2.660367,-1.128946,1.537736,0.619070,-2.660367,-1.128946,2.000000,0.683906,0.200,0.171,SEEKING,10.172
15.968,-2.655123,-1.127447,1.540018,0.619919,-2.655123,-1.127447,2.000000,0.684028,0.200,0.170,SEEKING,10.167
16.000,-2.649892,-1.125947,1.542289,0.620758,-2.649892,-1.125947,2.000000,0.684152,0.200,0.170,SEEKING,10.162
16.032,-2.644673,-1.124444,1.544551,0.621588,-2.644673,-1.124444,2.000000,0.684279,0.200,0.170,SEEKING,10.157
16.064,-2.639469,-1.122939,1.546802,0.622408,-2.639469,-1.122939,2.000000,0.684408,0.200,0.169,SEEKING,10.152
16.096,-2.634277,-1.121429,1.549042,0.623219,-2.634277,-1.121429,2.000000,0.684540,0.200,0.169,SEEKING,10.147
16.128,-2.629098,-1.119915,1.551272,0.624022,-2.629098,-1.119915,2.000000,0.684675,0.200,0.169,SEEKING,10.142
16.160,-2.623930,-1.118394,1.553492,0.624816,-2.623930,-1.118394,2.000000,0.684814,0.200,0.168,SEEKING,10.137
16.192,-2.618774,-1.116866,1.555703,0.625603,-2.618774,-1.116866,2.000000,0.684959,0.200,0.168,SEEKING,10.132
16.224,-2.613626,-1.115330,1.557905,0.626384,-2.613626,-1.115330,2.000000,0.685109,0.200,0.168,SEEKING,10.127
16.256,-2.608486,-1.113784,1.560100,0.627161,-2.608486,-1.113784,2.000000,0.685266,0.200,0.168,SEEKING,10.122
16.288,-2.603352,-1.112229,1.562287,0.627934,-2.603352,-1.112229,2.000000,0.685432,0.200,0.168,SEEKING,10.117
16.320,-2.598221,-1.110663,1.564469,0.628704,-2.598221,-1.110663,2.000000,0.685606,0.200,0.168,SEEKING,10.113
16.352,-2.593091,-1.109086,1.566646,0.629473,-2.593091,-1.109086,2.000000,0.685791,0.200,0.168,SEEKING,10.108
16.384,-2.587960,-1.107498,1.568819,0.630241,-2.587960,-1.107498,2.000000,0.685987,0.200,0.168,SEEKING,10.103
16.416,-2.582826,-1.105897,1.570989,0.631010,-2.582826,-1.105897,2.000000,0.686193,0.200,0.168,SEEKING,10.098
16.448,-2.577686,-1.104284,1.573158,0.631780,-2.577686,-1.104284,2.000000,0.686410,0.200,0.168,SEEKING,10.093
16.480,-2.572539,-1.102658,1.575325,0.632551,-2.572539,-1.102658,2.000000,0.686636,0.200,0.169,SEEKING,10.088
16.512,-2.567381,-1.101021,1.577493,0.633323,-2.567381,-1.101021,2.000000,0.686870,0.200,0.169,SEEKING,10.083
16.544,-2.562212,-1.099372,1.579661,0.634096,-2.562212,-1.099372,2.000000,0.687111,0.200,0.170,SEEKING,10.078
16.576,-2.557028,-1.097712,1.581829,0.634869,-2.557028,-1.097712,2.000000,0.687356,0.200,0.170,SEEKING,10.073
16.608,-2.551830,-1.096041,1.583998,0.635642,-2.551830,-1.096041,2.000000,0.687604,0.200,0.171,SEEKING,10.067
16.640,-2.546616,-1.094360,1.586168,0.636414,-2.546616,-1.094360,2.000000,0.687850,0.200,0.171,SEEKING,10.062
16.672,-2.541384,-1.092670,1.588337,0.637184,-2.541384,-1.092670,2.000000,0.688094,0.200,0.172,SEEKING,10.057
16.704,-2.536135,-1.090972,1.590507,0.637951,-2.536135,-1.090972,2.000000,0.688332,0.200,0.172,SEEKING,10.052
16.736,-2.530867,-1.089266,1.592675,0.638713,-2.530867,-1.089266,2.000000,0.688563,0.200,0.173,SEEKING,10.047
16.768,-2.525582,-1.087555,1.594840,0.639471,-2.525582,-1.087555,2.000000,0.688784,0.200,0.174,SEEKING,10.042
16.800,-2.520279,-1.085839,1.597002,0.640223,-2.520279,-1.085839,2.000000,0.688994,0.200,0.174,SEEKING,10.037
16.832,-2.514960,-1.084120,1.599159,0.640969,-2.514960,-1.084120,2.000000,0.689192,0.200,0.175,SEEKING,10.031
16.864,-2.509625,-1.082398,1.601309,0.641708,-2.509625,-1.082398,2.000000,0.689377,0.200,0.175,SEEKING,10.026
16.896,-2.504276,-1.080675,1.603450,0.642440,-2.504276,-1.080675,2.000000,0.689551,0.200,0.176,SEEKING,10.021
16.928,-2.498915,-1.078952,1.605581,0.643165,-2.498915,-1.078952,2.000000,0.689713,0.200,0.176,SEEKING,10.016
16.960,-2.493543,-1.077230,1.607699,0.643883,-2.493543,-1.077230,2.000000,0.689865,0.200,0.176,SEEKING,10.011
16.992,-2.488162,-1.075509,1.609803,0.644594,-2.488162,-1.075509,2.000000,0.690007,0.200,0.177,SEEKING,10.005
17.024,-2.482775,-1.073792,1.611892,0.645298,-2.482775,-1.073792,2.000000,0.690141,0.200,0.177,SEEKING,10.000
17.056,-2.477384,-1.072077,1.613962,0.645995,-2.477384,-1.072077,2.000000,0.690269,0.200,0.177,SEEKING,9.995
17.088,-2.471992,-1.070367,1.616012,0.646685,-2.471992,-1.070367,2.000000,0.690393,0.200,0.177,SEEKING,9.990
17.120,-2.466600,-1.068661,1.618042,0.647368,-2.466600,-1.068661,2.000000,0.690514,0.200,0.177,SEEKING,9.984
17.152,-2.461211,-1.066959,1.620050,0.648045,-2.461211,-1.066959,2.000000,0.690633,0.200,0.177,SEEKING,9.979
17.184,-2.455828,-1.065262,1.622033,0.648715,-2.455828,-1.065262,2.000000,0.690751,0.200,0.176,SEEKING,9.974
17.216,-2.450452,-1.063569,1.623993,0.649377,-2.450452,-1.063569,2.000000,0.690870,0.200,0.176,SEEKING,9.969
17.248,-2.445086,-1.061880,1.625927,0.650032,-2.445086,-1.061880,2.000000,0.690990,0.200,0.176,SEEKING,9.964
17.280,-2.439731,-1.060194,1.627836,0.650679,-2.439731,-1.060194,2.000000,0.691111,0.200,0.175,SEEKING,9.958
17.312,-2.434388,-1.058511,1.629719,0.651318,-2.434388,-1.058511,2.000000,0.691233,0.200,0.175,SEEKING,9.953
17.344,-2.429058,-1.056829,1.631576,0.651949,-2.429058,-1.056829,2.000000,0.691357,0.200,0.175,SEEKING,9.948
17.376,-2.423743,-1.055148,1.633407,0.652571,-2.423743,-1.055148,2.000000,0.691484,0.200,0.174,SEEKING,9.943
17.408,-2.418442,-1.053467,1.635213,0.653184,-2.418442,-1.053467,2.000000,0.691612,0.200,0.174,SEEKING,9.938
17.440,-2.413156,-1.051784,1.636995,0.653789,-2.413156,-1.051784,2.000000,0.691743,0.200,0.173,SEEKING,9.933
17.472,-2.407884,-1.050098,1.638754,0.654385,-2.407884,-1.050098,2.000000,0.691877,0.200,0.173,SEEKING,9.927
17.504,-2.402625,-1.048408,1.640490,0.654975,-2.402625,-1.048408,2.000000,0.692015,0.200,0.173,SEEKING,9.922
17.536,-2.397380,-1.046712,1.642206,0.655558,-2.397380,-1.046712,2.000000,0.692158,0.200,0.172,SEEKING,9.917
17.568,-2.392146,-1.045009,1.643901,0.656135,-2.392146,-1.045009,2.000000,0.692306,0.200,0.172,SEEKING,9.912
17.600,-2.386921,-1.043298,1.645578,0.656708,-2.386921,-1.043298,2.000000,0.692462,0.200,0.172,SEEKING,9.907
17.632,-2.381705,-1.041579,1.647239,0.657278,-2.381705,-1.041579,2.000000,0.692626,0.200,0.172,SEEKING,9.902
17.664,-2.376495,-1.039848,1.648886,0.657847,-2.376495,-1.039848,2.000000,0.692800,0.200,0.172,SEEKING,9.897
17.696,-2.371288,-1.038107,1.650519,0.658415,-2.371288,-1.038107,2.000000,0.692985,0.200,0.172,SEEKING,9.892
17.728,-2.366084,-1.036354,1.652140,0.658983,-2.366084,-1.036354,2.000000,0.693182,0.200,0.172,SEEKING,9.887
17.760,-2.360879,-1.034588,1.653752,0.659554,-2.360879,-1.034588,2.000000,0.693391,0.200,0.172,SEEKING,9.881
17.792,-2.355670,-1.032810,1.655356,0.660127,-2.355670,-1.032810,2.000000,0.693612,0.200,0.172,SEEKING,9.876
17.824,-2.350457,-1.031018,1.656954,0.660703,-2.350457,-1.031018,2.000000,0.693845,0.200,0.172,SEEKING,9.871
17.856,-2.345237,-1.029214,1.658546,0.661283,-2.345237,-1.029214,2.000000,0.694088,0.200,0.173,SEEKING,9.866
17.888,-2.340007,-1.027396,1.660134,0.661866,-2.340007,-1.027396,2.000000,0.694341,0.200,0.173,SEEKING,9.861
17.920,-2.334766,-1.025566,1.661718,0.662452,-2.334766,-1.025566,2.000000,0.694602,0.200,0.173,SEEKING,9.856
17.952,-2.329512,-1.023723,1.663301,0.663041,-2.329512,-1.023723,2.000000,0.694867,0.200,0.174,SEEKING,9.851
17.984,-2.324245,-1.021870,1.664881,0.663632,-2.324245,-1.021870,2.000000,0.695135,0.200,0.175,SEEKING,9.845
18.016,-2.318962,-1.020006,1.666459,0.664224,-2.318962,-1.020006,2.000000,0.695403,0.200,0.175,SEEKING,9.840
18.048,-2.313663,-1.018133,1.668035,0.664815,-2.313663,-1.018133,2.000000,0.695668,0.200,0.176,SEEKING,9.835
18.080,-2.308348,-1.016251,1.669609,0.665406,-2.308348,-1.016251,2.000000,0.695927,0.200,0.176,SEEKING,9.830
18.112,-2.303016,-1.014362,1.671179,0.665994,-2.303016,-1.014362,2.000000,0.696178,0.200,0.177,SEEKING,9.824
18.144,-2.297668,-1.012468,1.672746,0.666580,-2.297668,-1.012468,2.000000,0.696391,0.200,0.177,SEEKING,9.819
18.176,-2.292305,-1.010570,1.674308,0.667159,-2.292305,-1.010570,2.000000,0.696625,0.200,0.178,SEEKING,9.814
18.208,-2.286926,-1.008668,1.675864,0.667735,-2.286926,-1.008668,2.000000,0.696872,0.200,0.178,SEEKING,9.808
18.240,-2.281534,-1.006766,1.677413,0.668309,-2.281534,-1.006766,2.000000,0.697126,0.200,0.179,SEEKING,9.803
18.272,-2.276130,-1.004864,1.678952,0.668881,-2.276130,-1.004864,2.000000,0.697383,0.200,0.179,SEEKING,9.798
18.304,-2.270715,-1.002963,1.680481,0.669452,-2.270715,-1.002963,2.000000,0.697639,0.200,0.179,SEEKING,9.792
18.336,-2.265291,-1.001064,1.681998,0.670022,-2.265291,-1.001064,2.000000,0.697893,0.200,0.180,SEEKING,9.787
18.368,-2.259861,-0.999170,1.683501,0.670593,-2.259861,-0.999170,2.000000,0.698144,0.200,0.180,SEEKING,9.781
18.400,-2.254426,-0.997280,1.684988,0.671165,-2.254426,-0.997280,2.000000,0.698392,0.200,0.180,SEEKING,9.776
18.432,-2.248989,-0.995396,1.686459,0.671736,-2.248989,-0.995396,2.000000,0.698636,0.200,0.180,SEEKING,9.771
18.464,-2.243552,-0.993519,1.687913,0.672309,-2.243552,-0.993519,2.000000,0.698878,0.200,0.180,SEEKING,9.765
18.496,-2.238118,-0.991648,1.689347,0.672881,-2.238118,-0.991648,2.000000,0.699117,0.200,0.180,SEEKING,9.760
18.528,-2.232689,-0.989783,1.690761,0.673453,-2.232689,-0.989783,2.000000,0.699355,0.200,0.179,SEEKING,9.755
18.560,-2.227266,-0.987926,1.692154,0.674025,-2.227266,-0.987926,2.000000,0.699592,0.200,0.179,SEEKING,9.749
18.592,-2.221852,-0.986075,1.693526,0.674595,-2.221852,-0.986075,2.000000,0.699828,0.200,0.179,SEEKING,9.744
18.624,-2.216449,-0.984230,1.694876,0.675163,-2.216449,-0.984230,2.000000,0.700062,0.200,0.178,SEEKING,9.739
18.656,-2.211058,-0.982391,1.696205,0.675728,-2.211058,-0.982391,2.000000,0.700297,0.200,0.178,SEEKING,9.733
18.688,-2.205679,-0.980556,1.697512,0.676289,-2.205679,-0.980556,2.000000,0.700530,0.200,0.178,SEEKING,9.728
18.720,-2.200315,-0.978724,1.698798,0.676847,-2.200315,-0.978724,2.000000,0.700762,0.200,0.177,SEEKING,9.723
18.752,-2.194966,-0.976895,1.700063,0.677399,-2.194966,-0.976895,2.000000,0.700994,0.200,0.177,SEEKING,9.718
18.784,-2.189632,-0.975066,1.701308,0.677946,-2.189632,-0.975066,2.000000,0.701225,0.200,0.176,SEEKING,9.712
18.816,-2.184312,-0.973237,1.702534,0.678488,-2.184312,-0.973237,2.000000,0.701456,0.200,0.176,SEEKING,9.707
18.848,-2.179007,-0.971405,1.703743,0.679025,-2.179007,-0.971405,2.000000,0.701688,0.200,0.175,SEEKING,9.702
18.880,-2.173716,-0.969570,1.704935,0.679557,-2.173716,-0.969570,2.000000,0.701921,0.200,0.175,SEEKING,9.697
18.912,-2.168437,-0.967730,1.706113,0.680084,-2.168437,-0.967730,2.000000,0.702156,0.200,0.175,SEEKING,9.691
18.944,-2.163169,-0.965883,1.707278,0.680608,-2.163169,-0.965883,2.000000,0.702396,0.200,0.174,SEEKING,9.686
18.976,-2.157911,-0.964028,1.708432,0.681129,-2.157911,-0.964028,2.000000,0.702640,0.200,0.174,SEEKING,9.681
19.008,-2.152661,-0.962163,1.709576,0.681649,-2.152661,-0.962163,2.000000,0.702890,0.200,0.174,SEEKING,9.676
19.040,-2.147417,-0.960288,1.710712,0.682168,-2.147417,-0.960288,2.000000,0.703149,0.200,0.174,SEEKING,9.671
19.072,-2.142176,-0.958400,1.711843,0.682688,-2.142176,-0.958400,2.000000,0.703416,0.200,0.174,SEEKING,9.665
19.104,-2.136937,-0.956500,1.712969,0.683210,-2.136937,-0.956500,2.000000,0.703694,0.200,0.174,SEEKING,9.660
19.136,-2.131698,-0.954587,1.714093,0.683735,-2.131698,-0.954587,2.000000,0.703982,0.200,0.174,SEEKING,9.655
19.168,-2.126455,-0.952660,1.715217,0.684263,-2.126455,-0.952660,2.000000,0.704281,0.200,0.175,SEEKING,9.650
19.200,-2.121208,-0.950718,1.716341,0.684795,-2.121208,-0.950718,2.000000,0.704590,0.200,0.175,SEEKING,9.645
19.232,-2.115953,-0.948763,1.717467,0.685331,-2.115953,-0.948763,2.000000,0.704910,0.200,0.175,SEEKING,9.639
19.264,-2.110690,-0.946793,1.718596,0.685871,-2.110690,-0.946793,2.000000,0.705238,0.200,0.176,SEEKING,9.634
19.296,-2.105416,-0.944810,1.719728,0.686415,-2.105416,-0.944810,2.000000,0.705574,0.200,0.176,SEEKING,9.629
19.328,-2.100130,-0.942814,1.720865,0.686961,-2.100130,-0.942814,2.000000,0.705914,0.200,0.177,SEEKING,9.623
19.360,-2.094830,-0.940806,1.722007,0.687510,-2.094830,-0.940806,2.000000,0.706257,0.200,0.177,SEEKING,9.618
19.392,-2.089517,-0.938787,1.723153,0.688060,-2.089517,-0.938787,2.000000,0.706601,0.200,0.178,SEEKING,9.613
19.424,-2.084188,-0.936758,1.724303,0.688610,-2.084188,-0.936758,2.000000,0.706943,0.200,0.178,SEEKING,9.607
19.456,-2.078845,-0.934721,1.725456,0.689160,-2.078845,-0.934721,2.000000,0.707280,0.200,0.179,SEEKING,9.602
19.488,-2.073486,-0.932676,1.726613,0.689709,-2.073486,-0.932676,2.000000,0.707610,0.200,0.179,SEEKING,9.597
19.520,-2.068113,-0.930627,1.727771,0.690255,-2.068113,-0.930627,2.000000,0.707933,0.200,0.180,SEEKING,9.591
19.552,-2.062725,-0.928573,1.728930,0.690799,-2.062725,-0.928573,2.000000,0.708245,0.200,0.180,SEEKING,9.586
19.584,-2.057324,-0.926517,1.730088,0.691340,-2.057324,-0.926517,2.000000,0.708547,0.200,0.181,SEEKING,9.580
19.616,-2.051911,-0.924461,1.731243,0.691878,-2.051911,-0.924461,2.000000,0.708838,0.200,0.181,SEEKING,9.575
19.648,-2.046488,-0.922405,1.732395,0.692412,-2.046488,-0.922405,2.000000,0.709118,0.200,0.181,SEEKING,9.569
19.680,-2.041056,-0.920353,1.733541,0.692942,-2.041056,-0.920353,2.000000,0.709386,0.200,0.181,SEEKING,9.564
19.712,-2.035617,-0.918304,1.734680,0.693469,-2.035617,-0.918304,2.000000,0.709645,0.200,0.182,SEEKING,9.559
19.744,-2.030173,-0.916260,1.735810,0.693992,-2.030173,-0.916260,2.000000,0.709894,0.200,0.182,SEEKING,9.553
19.776,-2.024727,-0.914223,1.736930,0.694512,-2.024727,-0.914223,2.000000,0.710134,0.200,0.182,SEEKING,9.548
19.808,-2.019280,-0.912194,1.738038,0.695028,-2.019280,-0.912194,2.000000,0.710368,0.200,0.182,SEEKING,9.542
19.840,-2.013834,-0.910172,1.739133,0.695541,-2.013834,-0.910172,2.000000,0.710596,0.200,0.182,SEEKING,9.537
19.872,-2.008393,-0.908158,1.740214,0.696050,-2.008393,-0.908158,2.000000,0.710818,0.200,0.181,SEEKING,9.531
19.904,-2.002958,-0.906154,1.741280,0.696555,-2.002958,-0.906154,2.000000,0.711037,0.200,0.181,SEEKING,9.526
19.936,-1.997530,-0.904158,1.742331,0.697055,-1.997530,-0.904158,2.000000,0.711252,0.200,0.181,SEEKING,9.520
19.968,-1.992113,-0.902170,1.743366,0.697551,-1.992113,-0.902170,2.000000,0.711464,0.200,0.180,SEEKING,9.515
20.000,-1.986706,-0.900190,1.744384,0.698040,-1.986706,-0.900190,2.000000,0.711674,0.200,0.180,SEEKING,9.510
20.032,-1.981312,-0.898216,1.745386,0.698524,-1.981312,-0.898216,2.000000,0.711881,0.200,0.179,SEEKING,9.504
20.064,-1.975932,-0.896249,1.746373,0.699000,-1.975932,-0.896249,2.000000,0.712086,0.200,0.179,SEEKING,9.499
20.096,-1.970567,-0.894286,1.747343,0.699469,-1.970567,-0.894286,2.000000,0.712289,0.200,0.179,SEEKING,9.494
20.128,-1.965216,-0.892327,1.748299,0.699930,-1.965216,-0.892327,2.000000,0.712491,0.200,0.178,SEEKING,9.488
20.160,-1.959880,-0.890369,1.749241,0.700383,-1.959880,-0.890369,2.000000,0.712691,0.200,0.178,SEEKING,9.483
20.192,-1.954558,-0.888411,1.750170,0.700828,-1.954558,-0.888411,2.000000,0.712891,0.200,0.177,SEEKING,9.478
20.224,-1.949251,-0.886451,1.751088,0.701266,-1.949251,-0.886451,2.000000,0.713090,0.200,0.177,SEEKING,9.472
20.256,-1.943957,-0.884488,1.751995,0.701696,-1.943957,-0.884488,2.000000,0.713291,0.200,0.176,SEEKING,9.467
20.288,-1.938675,-0.882520,1.752894,0.702120,-1.938675,-0.882520,2.000000,0.713494,0.200,0.176,SEEKING,9.462
20.320,-1.933404,-0.880545,1.753786,0.702540,-1.933404,-0.880545,2.000000,0.713701,0.200,0.176,SEEKING,9.457
20.352,-1.928142,-0.878561,1.754673,0.702955,-1.928142,-0.878561,2.000000,0.713914,0.200,0.176,SEEKING,9.451
20.384,-1.922887,-0.876567,1.755556,0.703368,-1.922887,-0.876567,2.000000,0.714133,0.200,0.176,SEEKING,9.446
20.416,-1.917638,-0.874562,1.756438,0.703779,-1.917638,-0.874562,2.000000,0.714362,0.200,0.176,SEEKING,9.441
20.448,-1.912392,-0.872544,1.757319,0.704191,-1.912392,-0.872544,2.000000,0.714600,0.200,0.176,SEEKING,9.435
20.480,-1.907146,-0.870512,1.758203,0.704603,-1.907146,-0.870512,2.000000,0.714849,0.200,0.176,SEEKING,9.430
20.512,-1.901900,-0.868466,1.759090,0.705019,-1.901900,-0.868466,2.000000,0.715111,0.200,0.176,SEEKING,9.425
20.544,-1.896651,-0.866405,1.759981,0.705437,-1.896651,-0.866405,2.000000,0.715384,0.200,0.176,SEEKING,9.420
20.576,-1.891397,-0.864328,1.760879,0.705859,-1.891397,-0.864328,2.000000,0.715669,0.200,0.177,SEEKING,9.414
20.608,-1.886136,-0.862237,1.761783,0.706285,-1.886136,-0.862237,2.000000,0.715966,0.200,0.177,SEEKING,9.409
20.640,-1.880866,-0.860130,1.762695,0.706714,-1.880866,-0.860130,2.000000,0.716272,0.200,0.177,SEEKING,9.404
20.672,-1.875586,-0.858009,1.763616,0.707148,-1.875586,-0.858009,2.000000,0.716586,0.200,0.178,SEEKING,9.398
20.704,-1.870295,-0.855874,1.764544,0.707585,-1.870295,-0.855874,2.000000,0.716907,0.200,0.178,SEEKING,9.393
20.736,-1.864991,-0.853726,1.765481,0.708024,-1.864991,-0.853726,2.000000,0.717231,0.200,0.179,SEEKING,9.387
20.768,-1.859673,-0.851567,1.766427,0.708465,-1.859673,-0.851567,2.000000,0.717556,0.200,0.179,SEEKING,9.382
20.800,-1.854342,-0.849397,1.767379,0.708907,-1.854342,-0.849397,2.000000,0.717881,0.200,0.180,SEEKING,9.377
20.832,-1.848997,-0.847219,1.768338,0.709349,-1.848997,-0.847219,2.000000,0.718201,0.200,0.180,SEEKING,9.371
20.864,-1.843638,-0.845033,1.769303,0.709791,-1.843638,-0.845033,2.000000,0.718516,0.200,0.181,SEEKING,9.366
20.896,-1.838266,-0.842843,1.770272,0.710231,-1.838266,-0.842843,2.000000,0.718823,0.200,0.181,SEEKING,9.360
20.928,-1.832881,-0.840648,1.771244,0.710669,-1.832881,-0.840648,2.000000,0.719121,0.200,0.182,SEEKING,9.355
20.960,-1.827484,-0.838453,1.772217,0.711105,-1.827484,-0.838453,2.000000,0.719408,0.200,0.182,SEEKING,9.349
20.992,-1.822078,-0.836257,1.773189,0.711539,-1.822078,-0.836257,2.000000,0.719685,0.200,0.182,SEEKING,9.344
21.024,-1.816662,-0.834064,1.774159,0.711970,-1.816662,-0.834064,2.000000,0.719950,0.200,0.183,SEEKING,9.338
21.056,-1.811239,-0.831874,1.775125,0.712398,-1.811239,-0.831874,2.000000,0.720204,0.200,0.183,SEEKING,9.333
21.088,-1.805811,-0.829690,1.776086,0.712824,-1.805811,-0.829690,2.000000,0.720449,0.200,0.183,SEEKING,9.327
21.120,-1.800379,-0.827513,1.777039,0.713248,-1.800379,-0.827513,2.000000,0.720683,0.200,0.183,SEEKING,9.322
21.152,-1.794947,-0.825344,1.777983,0.713668,-1.794947,-0.825344,2.000000,0.720909,0.200,0.183,SEEKING,9.316
21.184,-1.789515,-0.823183,1.778918,0.714087,-1.789515,-0.823183,2.000000,0.721128,0.200,0.183,SEEKING,9.311
21.216,-1.784087,-0.821033,1.779841,0.714502,-1.784087,-0.821033,2.000000,0.721339,0.200,0.182,SEEKING,9.305
