time,x,y,z,yaw_deg,cmd_yaw_deg,forward_speed,bearing_angle,bearing_valid,bearing_weight,grad_angle,grad_mag,grad_valid,grad_weight,map_size,total_light,dist_to_target
16.928,-3.611471,-1.300997,1.606293,-0.0000,-0.0000,0.000,54.8875,1,1.00,0.0000,0.0000,0,0.00,0,614.533,11.0262
16.960,-3.611470,-1.300997,1.608331,-0.0000,-0.0000,0.000,54.8876,1,1.00,0.0000,0.0000,0,0.00,0,614.525,11.0262
16.992,-3.611470,-1.300996,1.610356,-0.0000,-0.0000,0.000,54.8876,1,1.00,0.0000,0.0000,0,0.00,0,614.516,11.0262
17.024,-3.611469,-1.300996,1.612366,-0.0000,-0.0000,0.000,54.8876,1,1.00,0.0000,0.0000,0,0.00,0,614.508,11.0262
17.056,-3.611468,-1.300995,1.614362,-0.0000,-0.0000,0.000,54.8876,1,1.00,0.0000,0.0000,0,0.00,0,614.500,11.0262
17.088,-3.611467,-1.300995,1.616345,-0.0000,-0.0000,0.000,54.8876,1,1.00,0.0000,0.0000,0,0.00,0,614.492,11.0262
17.120,-3.611466,-1.300994,1.618312,-0.0000,-0.0000,0.000,54.8876,1,1.00,0.0000,0.0000,0,0.00,0,614.483,11.0262
17.152,-3.611466,-1.300994,1.620266,-0.0000,-0.0000,0.000,54.8876,1,1.00,0.0000,0.0000,0,0.00,0,614.475,11.0262
17.184,-3.611465,-1.300993,1.622205,-0.0000,-0.0000,0.000,54.8876,1,1.00,0.0000,0.0000,0,0.00,0,614.467,11.0262
17.216,-3.611464,-1.300993,1.624129,-0.0000,-0.0000,0.000,54.8876,1,1.00,0.0000,0.0000,0,0.00,0,614.459,11.0262
17.248,-3.611463,-1.300993,1.626038,-0.0000,-0.0000,0.000,54.8876,1,1.00,0.0000,0.0000,0,0.00,0,614.450,11.0262
17.280,-3.611463,-1.300992,1.627933,0.0000,0.0000,0.000,54.8876,1,1.00,0.0000,0.0000,0,0.00,0,614.442,11.0262
17.312,-3.611462,-1.300992,1.629813,0.0000,0.0000,0.000,54.8876,1,1.00,0.0000,0.0000,0,0.00,0,614.434,11.0262
17.344,-3.611461,-1.300991,1.631679,0.0000,0.0000,0.000,54.8876,1,1.00,0.0000,0.0000,0,0.00,0,614.426,11.0262
17.376,-3.611461,-1.300991,1.633529,0.0000,0.0000,0.000,54.8876,1,1.00,0.0000,0.0000,0,0.00,0,614.418,11.0262
17.408,-3.611460,-1.300991,1.635365,0.0000,0.0000,0.000,54.8876,1,1.00,0.0000,0.0000,0,0.00,0,614.409,11.0262
17.440,-3.611460,-1.300990,1.637186,0.0000,0.0000,0.000,54.8876,1,1.00,0.0000,0.0000,0,0.00,0,614.401,11.0262
17.472,-3.611459,-1.300990,1.638992,0.0000,0.0000,0.000,54.8876,1,1.00,0.0000,0.0000,0,0.00,0,614.393,11.0262
17.504,-3.611459,-1.300990,1.640784,0.0000,0.0000,0.000,54.8877,1,1.00,0.0000,0.0000,0,0.00,0,614.385,11.0262
17.536,-3.611458,-1.300990,1.642560,0.0000,0.0000,0.000,54.8877,1,1.00,0.0000,0.0000,0,0.00,0,614.377,11.0262
17.568,-3.611458,-1.300990,1.644322,0.0000,0.0000,0.000,54.8877,1,1.00,0.0000,0.0000,0,0.00,0,614.369,11.0262
17.600,-3.611457,-1.300990,1.646069,0.0000,0.0000,0.000,54.8877,1,1.00,0.0000,0.0000,0,0.00,0,614.361,11.0262
17.632,-3.611457,-1.300989,1.647802,0.0000,0.0000,0.000,54.8877,1,1.00,0.0000,0.0000,0,0.00,0,614.353,11.0262
17.664,-3.611456,-1.300989,1.649520,0.0000,0.0000,0.000,54.8877,1,1.00,0.0000,0.0000,0,0.00,0,614.345,11.0262
17.696,-3.611456,-1.300989,1.651224,-0.0000,-0.0000,0.000,54.8877,1,1.00,0.0000,0.0000,0,0.00,0,614.337,11.0262
17.728,-3.611455,-1.300989,1.652913,-0.0000,-0.0000,0.000,54.8877,1,1.00,0.0000,0.0000,0,0.00,0,614.329,11.0262
17.760,-3.611455,-1.300989,1.654588,-0.0000,-0.0000,0.000,54.8877,1,1.00,0.0000,0.0000,0,0.00,0,614.321,11.0262
17.792,-3.611454,-1.300989,1.656249,-0.0000,-0.0000,0.000,54.8877,1,1.00,0.0000,0.0000,0,0.00,0,614.313,11.0262
17.824,-3.611454,-1.300989,1.657895,-0.0000,-0.0000,0.000,54.8877,1,1.00,0.0000,0.0000,0,0.00,0,614.305,11.0262
17.856,-3.611453,-1.300989,1.659528,-0.0000,-0.0000,0.000,54.8877,1,1.00,0.0000,0.0000,0,0.00,0,614.297,11.0262
17.888,-3.611453,-1.300989,1.661146,-0.0000,-0.0000,0.000,54.8877,1,1.00,0.0000,0.0000,0,0.00,0,614.290,11.0262
17.920,-3.611452,-1.300989,1.662751,-0.0000,-0.0000,0.000,54.8877,1,1.00,0.0000,0.0000,0,0.00,0,614.282,11.0262
17.952,-3.611452,-1.300989,1.664342,-0.0000,-0.0000,0.000,54.8877,1,1.00,0.0000,0.0000,0,0.00,0,614.274,11.0262
17.984,-3.611451,-1.300989,1.665919,-0.0000,-0.0000,0.000,54.8877,1,1.00,0.0000,0.0000,0,0.00,0,614.266,11.0262
18.016,-3.611450,-1.300989,1.667483,-0.0000,-0.0000,0.000,54.8877,1,1.00,0.0000,0.0000,0,0.00,0,614.258,11.0262
18.048,-3.611450,-1.300989,1.669034,-0.0000,-0.0000,0.000,54.8877,1,1.00,0.0000,0.0000,0,0.00,0,614.251,11.0262
18.080,-3.611449,-1.300989,1.670571,-0.0000,-0.0000,0.000,54.8877,1,1.00,0.0000,0.0000,0,0.00,0,614.243,11.0262
18.112,-3.611448,-1.300989,1.672095,-0.0000,-0.0000,0.000,54.8877,1,1.00,0.0000,0.0000,0,0.00,0,614.235,11.0262
18.144,-3.611448,-1.300989,1.673607,-0.0000,-0.0000,0.000,54.8877,1,1.00,0.0000,0.0000,0,0.00,0,614.228,11.0262
18.176,-3.611447,-1.300988,1.675105,-0.0000,-0.0000,0.000,54.8877,1,1.00,0.0000,0.0000,0,0.00,0,614.220,11.0262
18.208,-3.611446,-1.300988,1.676591,-0.0000,-0.0000,0.000,54.8877,1,1.00,0.0000,0.0000,0,0.00,0,614.212,11.0262
18.240,-3.611446,-1.300988,1.678064,-0.0000,-0.0000,0.000,54.8877,1,1.00,0.0000,0.0000,0,0.00,0,614.205,11.0262
18.272,-3.611445,-1.300987,1.679525,-0.0000,-0.0000,0.000,54.8877,1,1.00,0.0000,0.0000,0,0.00,0,614.197,11.0262
18.304,-3.611444,-1.300987,1.680973,-0.0000,-0.0000,0.000,54.8877,1,1.00,0.0000,0.0000,0,0.00,0,614.190,11.0262
18.336,-3.611443,-1.300987,1.682410,-0.0000,-0.0000,0.000,54.8877,1,1.00,0.0000,0.0000,0,0.00,0,614.182,11.0262
18.368,-3.611442,-1.300986,1.683834,-0.0000,-0.0000,0.000,54.8878,1,1.00,0.0000,0.0000,0,0.00,0,614.175,11.0262
18.400,-3.611442,-1.300986,1.685247,-0.0000,-0.0000,0.000,54.8878,1,1.00,0.0000,0.0000,0,0.00,0,614.167,11.0262
18.432,-3.611441,-1.300986,1.686648,-0.0000,-0.0000,0.000,54.8878,1,1.00,0.0000,0.0000,0,0.00,0,614.160,11.0262
18.464,-3.611440,-1.300985,1.688037,-0.0000,-0.0000,0.000,54.8878,1,1.00,0.0000,0.0000,0,0.00,0,614.153,11.0262
18.496,-3.611439,-1.300985,1.689415,-0.0000,-0.0000,0.000,54.8878,1,1.00,0.0000,0.0000,0,0.00,0,614.145,11.0262
18.528,-3.611438,-1.300984,1.690782,-0.0000,-0.0000,0.000,54.8878,1,1.00,0.0000,0.0000,0,0.00,0,614.138,11.0262
18.560,-3.611438,-1.300984,1.692138,-0.0000,-0.0000,0.000,54.8878,1,1.00,0.0000,0.0000,0,0.00,0,614.131,11.0262
18.592,-3.611437,-1.300983,1.693483,-0.0000,-0.0000,0.000,54.8878,1,1.00,0.0000,0.0000,0,0.00,0,614.124,11.0262
18.624,-3.611436,-1.300983,1.694818,-0.0000,-0.0000,0.000,54.8878,1,1.00,0.0000,0.0000,0,0.00,0,614.117,11.0262
18.656,-3.611435,-1.300983,1.696142,-0.0000,-0.0000,0.000,54.8878,1,1.00,0.0000,0.0000,0,0.00,0,614.109,11.0262
18.688,-3.611435,-1.300982,1.697455,0.0000,0.0000,0.000,54.8878,1,1.00,0.0000,0.0000,0,0.00,0,614.102,11.0262
18.720,-3.611434,-1.300982,1.698758,0.0000,0.0000,0.000,54.8878,1,1.00,0.0000,0.0000,0,0.00,0,614.095,11.0262
18.752,-3.611433,-1.300981,1.700052,0.0000,0.0000,0.000,54.8878,1,1.00,0.0000,0.0000,0,0.00,0,614.088,11.0262
18.784,-3.611433,-1.300981,1.701335,0.0000,0.0000,0.000,54.8878,1,1.00,0.0000,0.0000,0,0.00,0,614.081,11.0262
18.816,-3.611432,-1.300981,1.702608,0.0000,0.0000,0.000,54.8878,1,1.00,0.0000,0.0000,0,0.00,0,614.074,11.0262
18.848,-3.611432,-1.300981,1.703872,0.0000,0.0000,0.000,54.8878,1,1.00,0.0000,0.0000,0,0.00,0,614.067,11.0262
18.880,-3.611431,-1.300980,1.705127,0.0000,0.0000,0.000,54.8878,1,1.00,0.0000,0.0000,0,0.00,0,614.060,11.0262
18.912,-3.611431,-1.300980,1.706372,0.0000,0.0000,0.000,54.8878,1,1.00,0.0000,0.0000,0,0.00,0,614.053,11.0262
18.944,-3.611430,-1.300980,1.707608,0.0000,0.0000,0.000,54.8879,1,1.00,0.0000,0.0000,0,0.00,0,614.047,11.0262
18.976,-3.611430,-1.300980,1.708835,0.0000,0.0000,0.000,54.8879,1,1.00,0.0000,0.0000,0,0.00,0,614.040,11.0262
19.008,-3.611429,-1.300980,1.710054,0.0000,0.0000,0.000,54.8879,1,1.00,0.0000,0.0000,0,0.00,0,614.033,11.0262
19.040,-3.611429,-1.300980,1.711263,0.0000,0.0000,0.000,54.8879,1,1.00,0.0000,0.0000,0,0.00,0,614.026,11.0262
19.072,-3.611428,-1.300980,1.712465,-0.0000,-0.0000,0.000,54.8879,1,1.00,0.0000,0.0000,0,0.00,0,614.019,11.0262
19.104,-3.611428,-1.300980,1.713658,-0.0000,-0.0000,0.000,54.8879,1,1.00,0.0000,0.0000,0,0.00,0,614.013,11.0262
19.136,-3.611427,-1.300980,1.714842,-0.0000,-0.0000,0.000,54.8879,1,1.00,0.0000,0.0000,0,0.00,0,614.006,11.0262
19.168,-3.611427,-1.300980,1.716019,-0.0000,-0.0000,0.000,54.8879,1,1.00,0.0000,0.0000,0,0.00,0,613.999,11.0262
19.200,-3.611426,-1.300980,1.717188,-0.0000,-0.0000,0.000,54.8879,1,1.00,0.0000,0.0000,0,0.00,0,613.993,11.0262
19.232,-3.611426,-1.300980,1.718349,-0.0000,-0.0000,0.000,54.8879,1,1.00,0.0000,0.0000,0,0.00,0,613.986,11.0262
19.264,-3.611425,-1.300980,1.719502,-0.0000,-0.0000,0.000,54.8879,1,1.00,0.0000,0.0000,0,0.00,0,613.979,11.0262
19.296,-3.611425,-1.300980,1.720648,-0.0000,-0.0000,0.000,54.8879,1,1.00,0.0000,0.0000,0,0.00,0,613.973,11.0262
19.328,-3.611424,-1.300980,1.721786,-0.0000,-0.0000,0.000,54.8879,1,1.00,0.0000,0.0000,0,0.00,0,613.966,11.0262
19.360,-3.611423,-1.300979,1.722918,-0.0000,-0.0000,0.000,54.8879,1,1.00,0.0000,0.0000,0,0.00,0,613.960,11.0262
19.392,-3.611423,-1.300979,1.724042,-0.0000,-0.0000,0.000,54.8879,1,1.00,0.0000,0.0000,0,0.00,0,613.953,11.0262
19.424,-3.611422,-1.300979,1.725159,-0.0000,-0.0000,0.000,54.8879,1,1.00,0.0000,0.0000,0,0.00,0,613.946,11.0262
19.456,-3.611422,-1.300979,1.726270,-0.0000,-0.0000,0.000,54.8879,1,1.00,0.0000,0.0000,0,0.00,0,613.940,11.0262
19.488,-3.611421,-1.300979,1.727374,-0.0000,-0.0000,0.000,54.8879,1,1.00,0.0000,0.0000,0,0.00,0,613.933,11.0262
19.520,-3.611420,-1.300979,1.728471,-0.0000,-0.0000,0.000,54.8879,1,1.00,0.0000,0.0000,0,0.00,0,613.927,11.0262
19.552,-3.611420,-1.300979,1.729562,-0.0000,-0.0000,0.000,54.8879,1,1.00,0.0000,0.0000,0,0.00,0,613.920,11.0262
19.584,-3.611419,-1.300979,1.730646,-0.0000,-0.0000,0.000,54.8879,1,1.00,0.0000,0.0000,0,0.00,0,613.914,11.0262
19.616,-3.611418,-1.300978,1.731725,-0.0000,-0.0000,0.000,54.8879,1,1.00,0.0000,0.0000,0,0.00,0,613.908,11.0262
19.648,-3.611417,-1.300978,1.732797,-0.0000,-0.0000,0.000,54.8879,1,1.00,0.0000,0.0000,0,0.00,0,613.901,11.0262
19.680,-3.611417,-1.300978,1.733863,-0.0000,-0.0000,0.000,54.8879,1,1.00,0.0000,0.0000,0,0.00,0,613.895,11.0262
19.712,-3.611416,-1.300977,1.734924,-0.0000,-0.0000,0.000,54.8879,1,1.00,0.0000,0.0000,0,0.00,0,613.888,11.0262
19.744,-3.611415,-1.300977,1.735979,-0.0000,-0.0000,0.000,54.8879,1,1.00,0.0000,0.0000,0,0.00,0,613.882,11.0262
19.776,-3.611414,-1.300977,1.737028,-0.0000,-0.0000,0.000,54.8879,1,1.00,0.0000,0.0000,0,0.00,0,613.876,11.0262
19.808,-3.611413,-1.300976,1.738071,-0.0000,-0.0000,0.000,54.8879,1,1.00,0.0000,0.0000,0,0.00,0,613.869,11.0262
19.840,-3.611413,-1.300976,1.739109,-0.0000,-0.0000,0.000,54.8879,1,1.00,0.0000,0.0000,0,0.00,0,613.863,11.0262
19.872,-3.611412,-1.300975,1.740142,-0.0000,-0.0000,0.000,54.8879,1,1.00,0.0000,0.0000,0,0.00,0,613.857,11.0262
19.904,-3.611411,-1.300975,1.741170,-0.0000,-0.0000,0.000,54.8879,1,1.00,0.0000,0.0000,0,0.00,0,613.851,11.0262
19.936,-3.611410,-1.300975,1.742192,-0.0000,-0.0000,0.000,54.8880,1,1.00,0.0000,0.0000,0,0.00,0,613.844,11.0262
19.968,-3.611409,-1.300974,1.743209,-0.0000,-0.0000,0.000,54.8880,1,1.00,0.0000,0.0000,0,0.00,0,613.838,11.0262
20.000,-3.611409,-1.300974,1.744222,-0.0000,-0.0000,0.000,54.8880,1,1.00,0.0000,0.0000,0,0.00,0,613.832,11.0262
20.032,-3.611408,-1.300973,1.745229,-0.0000,-0.0000,0.000,54.8880,1,1.00,0.0000,0.0000,0,0.00,0,613.826,11.0262
20.064,-3.611407,-1.300973,1.746232,-0.0000,-0.0000,0.000,54.8880,1,1.00,0.0000,0.0000,0,0.00,0,613.820,11.0262
20.096,-3.611407,-1.300973,1.747230,0.0000,0.0000,0.000,54.8880,1,1.00,0.0000,0.0000,0,0.00,0,613.813,11.0262
20.128,-3.611406,-1.300972,1.748224,0.0000,0.0000,0.000,54.8880,1,1.00,0.0000,0.0000,0,0.00,0,613.807,11.0262
20.160,-3.611405,-1.300972,1.749213,0.0000,0.0000,0.000,54.8880,1,1.00,0.0000,0.0000,0,0.00,0,613.801,11.0262
20.192,-3.611405,-1.300972,1.750197,0.0000,0.0000,0.000,54.8880,1,1.00,0.0000,0.0000,0,0.00,0,613.795,11.0262
20.224,-3.611404,-1.300971,1.751177,0.0000,0.0000,0.000,54.8880,1,1.00,0.0000,0.0000,0,0.00,0,613.789,11.0262
20.256,-3.611403,-1.300971,1.752153,0.0000,0.0000,0.000,54.8880,1,1.00,0.0000,0.0000,0,0.00,0,613.783,11.0262
20.288,-3.611403,-1.300971,1.753125,0.0000,0.0000,0.000,54.8880,1,1.00,0.0000,0.0000,0,0.00,0,613.777,11.0262
20.320,-3.611402,-1.300971,1.754092,0.0000,0.0000,0.000,54.8880,1,1.00,0.0000,0.0000,0,0.00,0,613.771,11.0262
20.352,-3.611402,-1.300971,1.755055,0.0000,0.0000,0.000,54.8880,1,1.00,0.0000,0.0000,0,0.00,0,613.765,11.0262
20.384,-3.611401,-1.300970,1.756015,0.0000,0.0000,0.000,54.8880,1,1.00,0.0000,0.0000,0,0.00,0,613.759,11.0262
20.416,-3.611401,-1.300970,1.756970,0.0000,0.0000,0.000,54.8880,1,1.00,0.0000,0.0000,0,0.00,0,613.753,11.0262
20.448,-3.611400,-1.300970,1.757922,-0.0000,-0.0000,0.000,54.8880,1,1.00,0.0000,0.0000,0,0.00,0,613.747,11.0262
20.480,-3.611400,-1.300970,1.758869,-0.0000,-0.0000,0.000,54.8880,1,1.00,0.0000,0.0000,0,0.00,0,613.741,11.0262
20.512,-3.611399,-1.300970,1.759813,-0.0000,-0.0000,0.000,54.8880,1,1.00,0.0000,0.0000,0,0.00,0,613.735,11.0262
20.544,-3.611399,-1.300970,1.760753,-0.0000,-0.0000,0.000,54.8880,1,1.00,0.0000,0.0000,0,0.00,0,613.729,11.0262
20.576,-3.611398,-1.300970,1.761690,-0.0000,-0.0000,0.000,54.8881,1,1.00,0.0000,0.0000,0,0.00,0,613.723,11.0262
20.608,-3.611398,-1.300970,1.762623,-0.0000,-0.0000,0.000,54.8881,1,1.00,0.0000,0.0000,0,0.00,0,613.717,11.0262
20.640,-3.611397,-1.300970,1.763552,-0.0000,-0.0000,0.000,54.8881,1,1.00,0.0000,0.0000,0,0.00,0,613.711,11.0262
20.672,-3.611397,-1.300970,1.764478,-0.0000,-0.0000,0.000,54.8881,1,1.00,0.0000,0.0000,0,0.00,0,613.705,11.0262
20.704,-3.611396,-1.300970,1.765401,-0.0000,-0.0000,0.000,54.8881,1,1.00,0.0000,0.0000,0,0.00,0,613.699,11.0262
20.736,-3.611396,-1.300970,1.766320,-0.0000,-0.0000,0.000,54.8881,1,1.00,0.0000,0.0000,0,0.00,0,613.693,11.0262
20.768,-3.611395,-1.300970,1.767235,-0.0000,-0.0000,0.000,54.8881,1,1.00,0.0000,0.0000,0,0.00,0,613.687,11.0262
20.800,-3.611395,-1.300970,1.768148,-0.0000,-0.0000,0.000,54.8881,1,1.00,0.0000,0.0000,0,0.00,0,613.681,11.0262
20.832,-3.611394,-1.300970,1.769057,-0.0000,-0.0000,0.000,54.8881,1,1.00,0.0000,0.0000,0,0.00,0,613.675,11.0262
20.864,-3.611393,-1.300970,1.769962,-0.0000,-0.0000,0.000,54.8881,1,1.00,0.0000,0.0000,0,0.00,0,613.669,11.0262
20.896,-3.611393,-1.300970,1.770865,-0.0000,-0.0000,0.000,54.8881,1,1.00,0.0000,0.0000,0,0.00,0,613.663,11.0262
20.928,-3.611392,-1.300970,1.771764,-0.0000,-0.0000,0.000,54.8881,1,1.00,0.0000,0.0000,0,0.00,0,613.657,11.0261
20.960,-3.611391,-1.300970,1.772661,-0.0000,-0.0000,0.000,54.8881,1,1.00,0.0000,0.0000,0,0.00,0,613.651,11.0261
20.992,-3.611390,-1.300969,1.773554,-0.0000,-0.0000,0.000,54.8881,1,1.00,0.0000,0.0000,0,0.00,0,613.645,11.0261
21.024,-3.611390,-1.300969,1.774444,-0.0000,-0.0000,0.000,54.8881,1,1.00,0.0000,0.0000,0,0.00,0,613.639,11.0261
21.056,-3.611389,-1.300969,1.775331,-0.0000,-0.0000,0.000,54.8881,1,1.00,0.0000,0.0000,0,0.00,0,613.633,11.0261
21.088,-3.611388,-1.300969,1.776215,-0.0000,-0.0000,0.000,54.8881,1,1.00,0.0000,0.0000,0,0.00,0,613.628,11.0261
21.120,-3.611387,-1.300968,1.777096,-0.0000,-0.0000,0.000,54.8881,1,1.00,0.0000,0.0000,0,0.00,0,613.622,11.0261
21.152,-3.611386,-1.300968,1.777974,-0.0000,54.8881,0.200,54.8881,1,1.00,0.0000,0.0000,0,0.00,1,613.616,11.0261
21.184,-3.611170,-1.301003,1.778821,0.0669,54.9458,0.200,54.8789,1,1.00,0.0000,0.0000,0,0.00,1,613.210,11.0260
21.216,-3.610874,-1.301050,1.779659,0.1575,55.0174,0.200,54.8600,1,1.00,0.0000,0.0000,0,0.00,1,612.659,11.0258
21.248,-3.610458,-1.301117,1.780482,0.2844,55.1137,0.200,54.8292,1,1.00,0.0000,0.0000,0,0.00,1,611.886,11.0255
21.280,-3.609939,-1.301199,1.781294,0.4413,55.2273,0.200,54.7860,1,1.00,0.0000,0.0000,0,0.00,1,610.927,11.0251
21.312,-3.609313,-1.301297,1.782098,0.6287,55.3585,0.200,54.7298,1,1.00,0.0000,0.0000,0,0.00,1,609.774,11.0247
21.344,-3.608584,-1.301409,1.782895,0.8445,55.5048,0.200,54.6603,1,1.00,0.0000,0.0000,0,0.00,1,608.434,11.0242
21.376,-3.607751,-1.301534,1.783689,1.0875,55.6653,0.200,54.5778,1,1.00,0.0000,0.0000,0,0.00,1,606.912,11.0236
21.408,-3.606815,-1.301672,1.784482,1.3564,55.8386,0.200,54.4822,1,1.00,0.0000,0.0000,0,0.00,1,605.212,11.0229
21.440,-3.605778,-1.301822,1.785276,1.6497,56.0235,0.200,54.3738,1,1.00,0.0000,0.0000,0,0.00,1,603.336,11.0222
21.472,-3.604639,-1.301981,1.786073,1.9662,56.2191,0.200,54.2528,1,1.00,0.0000,0.0000,0,0.00,1,601.290,11.0214
21.504,-3.603400,-1.302151,1.786877,2.3046,56.4242,0.200,54.1197,1,1.00,0.0000,0.0000,0,0.00,1,599.076,11.0205
21.536,-3.602061,-1.302328,1.787688,2.6636,56.6381,0.200,53.9745,1,1.00,0.0000,0.0000,0,0.00,1,596.699,11.0195
21.568,-3.600623,-1.302513,1.788510,3.0419,56.8596,0.200,53.8177,1,1.00,0.0000,0.0000,0,0.00,1,594.163,11.0185
21.600,-3.599088,-1.302705,1.789342,3.4386,57.0881,0.200,53.6495,1,1.00,0.0000,0.0000,0,0.00,2,591.470,11.0174
21.632,-3.597455,-1.302902,1.790187,3.8524,57.3225,0.200,53.4701,1,1.00,0.0000,0.0000,0,0.00,2,588.624,11.0162
21.664,-3.595727,-1.303104,1.791044,4.2824,57.5622,0.200,53.2799,1,1.00,0.0000,0.0000,0,0.00,2,585.628,11.0149
21.696,-3.593906,-1.303309,1.791915,4.7275,57.8065,0.200,53.0790,1,1.00,0.0000,0.0000,0,0.00,2,582.485,11.0136
21.728,-3.591994,-1.303518,1.792800,5.1869,58.0545,0.200,52.8676,1,1.00,0.0000,0.0000,0,0.00,2,579.198,11.0122
21.760,-3.589993,-1.303728,1.793697,5.6597,58.3056,0.200,52.6459,1,1.00,0.0000,0.0000,0,0.00,2,575.769,11.0107
21.792,-3.587906,-1.303940,1.794606,6.1451,58.5593,0.200,52.4142,1,1.00,0.0000,0.0000,0,0.00,2,572.199,11.0092
21.824,-3.585737,-1.304152,1.795526,6.6425,58.8150,0.200,52.1725,1,1.00,0.0000,0.0000,0,0.00,2,568.491,11.0076
21.856,-3.583490,-1.304364,1.796455,7.1511,59.0723,0.200,51.9212,1,1.00,0.0000,0.0000,0,0.00,2,564.647,11.0059
21.888,-3.581168,-1.304576,1.797391,7.6705,59.3307,0.200,51.6602,1,1.00,0.0000,0.0000,0,0.00,2,560.668,11.0042
21.920,-3.578775,-1.304786,1.798331,8.2000,59.5898,0.200,51.3897,1,1.00,0.0000,0.0000,0,0.00,2,556.555,11.0024
21.952,-3.576318,-1.304994,1.799275,8.7393,59.8493,0.200,51.1100,1,1.00,0.0000,0.0000,0,0.00,2,552.310,11.0006
21.984,-3.573801,-1.305199,1.800218,9.2879,60.1089,0.200,50.8210,1,1.00,0.0000,0.0000,0,0.00,2,547.935,10.9987
22.016,-3.571229,-1.305402,1.801159,9.8454,60.3683,0.200,50.5229,1,1.00,0.0000,0.0000,0,0.00,2,543.431,10.9968
22.048,-3.568607,-1.305601,1.802095,10.4115,60.6274,0.200,50.2159,1,1.00,0.0000,0.0000,0,0.00,2,538.799,10.9948
22.080,-3.565942,-1.305797,1.803024,10.9860,60.8858,0.200,49.8998,1,1.00,0.0000,0.0000,0,0.00,2,534.043,10.9928
22.112,-3.563237,-1.305988,1.803942,11.5681,61.1430,0.200,49.5748,1,1.00,0.0000,0.0000,0,0.00,2,529.167,10.9907
22.144,-3.560497,-1.306174,1.804848,12.1569,61.3981,0.200,49.2412,1,1.00,0.0000,0.0000,0,0.00,2,524.181,10.9887
22.176,-3.557726,-1.306354,1.805740,12.7514,61.6505,0.200,48.8991,1,1.00,0.0000,0.0000,0,0.00,2,519.095,10.9866
22.208,-3.554928,-1.306526,1.806616,13.3508,61.9496,0.200,48.5989,1,1.00,0.0000,0.0000,0,0.00,2,515.448,10.9844
22.240,-3.552102,-1.306692,1.807473,13.9585,62.2902,0.200,48.3318,1,1.00,0.0000,0.0000,0,0.00,2,511.857,10.9823
22.272,-3.549251,-1.306852,1.808310,14.5772,62.6634,0.200,48.0862,1,1.00,0.0000,0.0000,0,0.00,2,508.146,10.9801
22.304,-3.546372,-1.307006,1.809127,15.2081,63.0620,0.200,47.8539,1,1.00,0.0000,0.0000,0,0.00,2,504.308,10.9779
22.336,-3.543467,-1.307152,1.809921,15.8516,63.4807,0.200,47.6290,1,1.00,0.0000,0.0000,0,0.00,2,500.337,10.9757
22.368,-3.540536,-1.307291,1.810694,16.5082,63.9154,0.200,47.4072,1,1.00,0.0000,0.0000,0,0.00,2,496.228,10.9734
22.400,-3.537581,-1.307421,1.811445,17.1779,64.3632,0.200,47.1853,1,1.00,0.0000,0.0000,0,0.00,2,491.979,10.9712
22.432,-3.534601,-1.307542,1.812174,17.8605,64.8217,0.200,46.9612,1,1.00,0.0000,0.0000,0,0.00,2,487.586,10.9689
22.464,-3.531598,-1.307654,1.812884,18.5559,65.2891,0.200,46.7332,1,1.00,0.0000,0.0000,0,0.00,2,483.049,10.9665
22.496,-3.528571,-1.307756,1.813576,19.2636,65.7637,0.200,46.5001,1,1.00,0.0000,0.0000,0,0.00,2,478.364,10.9642
22.528,-3.525520,-1.307848,1.814250,19.9833,66.2442,0.200,46.2609,1,1.00,0.0000,0.0000,0,0.00,2,473.532,10.9618
22.560,-3.522444,-1.307930,1.814910,20.7144,66.7294,0.200,46.0149,1,1.00,0.0000,0.0000,0,0.00,2,468.550,10.9594
22.592,-3.519342,-1.308000,1.815557,21.4565,67.2181,0.200,45.7617,1,1.00,0.0000,0.0000,0,0.00,2,463.420,10.9570
22.624,-3.516213,-1.308059,1.816194,22.2088,67.7094,0.200,45.5006,1,1.00,0.0000,0.0000,0,0.00,2,458.142,10.9545
22.656,-3.513054,-1.308105,1.816824,22.9704,68.2019,0.200,45.2315,1,1.00,0.0000,0.0000,0,0.00,2,452.720,10.9521
22.688,-3.509862,-1.308138,1.817449,23.7405,68.6944,0.200,44.9539,1,1.00,0.0000,0.0000,0,0.00,2,447.158,10.9495
22.720,-3.506635,-1.308158,1.818072,24.5180,69.1857,0.200,44.6678,1,1.00,0.0000,0.0000,0,0.00,2,441.461,10.9470
22.752,-3.503370,-1.308163,1.818696,25.3019,69.6747,0.200,44.3728,1,1.00,0.0000,0.0000,0,0.00,2,435.636,10.9444
22.784,-3.500064,-1.308152,1.819323,26.0912,70.1600,0.200,44.0688,1,1.00,0.0000,0.0000,0,0.00,2,429.688,10.9418
22.816,-3.496714,-1.308126,1.819956,26.8848,70.6405,0.200,43.7556,1,1.00,0.0000,0.0000,0,0.00,2,423.625,10.9391
22.848,-3.493317,-1.308083,1.820598,27.6817,71.1149,0.200,43.4331,1,1.00,0.0000,0.0000,0,0.00,2,417.455,10.9364
22.880,-3.489872,-1.308022,1.821250,28.4807,71.5818,0.200,43.1011,1,1.00,0.0000,0.0000,0,0.00,2,411.186,10.9336
